input,output
"Rotate the sphere by -5 degrees on the X-axis, -9 degrees on the Y-axis, and 57 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-5, y:-9, z:57})"
"Rotate the pyramid by 42 degrees on the X-axis, 99 degrees on the Y-axis, and -44 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:42, y:99, z:-44})"
"Rotate the pyramid by 13 degrees on the X-axis, -67 degrees on the Y-axis, and 65 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:13, y:-67, z:65})"
"Rotate the pyramid by -2 degrees on the X-axis, -11 degrees on the Y-axis, and 2 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-2, y:-11, z:2})"
"Rotate the pyramid by -18 degrees on the X-axis, 90 degrees on the Y-axis, and -2 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-18, y:90, z:-2})"
"Rotate the cube by 58 degrees on the X-axis, -33 degrees on the Y-axis, and 96 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:58, y:-33, z:96})"
"Rotate the sphere by -67 degrees on the X-axis, -21 degrees on the Y-axis, and -42 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-67, y:-21, z:-42})"
"Rotate the pyramid by 33 degrees on the X-axis, 64 degrees on the Y-axis, and -44 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:33, y:64, z:-44})"
"Rotate the sphere by -2 degrees on the X-axis, 100 degrees on the Y-axis, and 42 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-2, y:100, z:42})"
"Rotate the sphere by -81 degrees on the X-axis, -73 degrees on the Y-axis, and -51 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-81, y:-73, z:-51})"
"Rotate the cube by 42 degrees on the X-axis, 95 degrees on the Y-axis, and 62 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:42, y:95, z:62})"
"Rotate the sphere by 96 degrees on the X-axis, -17 degrees on the Y-axis, and -100 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:96, y:-17, z:-100})"
"Rotate the sphere by 100 degrees on the X-axis, -38 degrees on the Y-axis, and 58 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:100, y:-38, z:58})"
"Rotate the pyramid by -80 degrees on the X-axis, 31 degrees on the Y-axis, and -2 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-80, y:31, z:-2})"
"Rotate the cube by -25 degrees on the X-axis, 74 degrees on the Y-axis, and -49 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-25, y:74, z:-49})"
"Rotate the pyramid by -93 degrees on the X-axis, 48 degrees on the Y-axis, and -76 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-93, y:48, z:-76})"
"Rotate the pyramid by 58 degrees on the X-axis, -19 degrees on the Y-axis, and 79 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:58, y:-19, z:79})"
"Rotate the cube by 61 degrees on the X-axis, -8 degrees on the Y-axis, and -49 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:61, y:-8, z:-49})"
"Rotate the pyramid by 41 degrees on the X-axis, 60 degrees on the Y-axis, and 92 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:41, y:60, z:92})"
"Rotate the sphere by -8 degrees on the X-axis, -80 degrees on the Y-axis, and -79 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-8, y:-80, z:-79})"
"Rotate the pyramid by 79 degrees on the X-axis, 25 degrees on the Y-axis, and 47 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:79, y:25, z:47})"
"Rotate the cube by -80 degrees on the X-axis, 33 degrees on the Y-axis, and -77 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-80, y:33, z:-77})"
"Rotate the cube by -47 degrees on the X-axis, -32 degrees on the Y-axis, and -58 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-47, y:-32, z:-58})"
"Rotate the pyramid by -17 degrees on the X-axis, -55 degrees on the Y-axis, and -5 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-17, y:-55, z:-5})"
"Rotate the cube by -45 degrees on the X-axis, 70 degrees on the Y-axis, and -58 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-45, y:70, z:-58})"
"Rotate the pyramid by -35 degrees on the X-axis, 12 degrees on the Y-axis, and -39 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-35, y:12, z:-39})"
"Rotate the sphere by 68 degrees on the X-axis, -10 degrees on the Y-axis, and -66 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:68, y:-10, z:-66})"
"Rotate the pyramid by -9 degrees on the X-axis, 85 degrees on the Y-axis, and -60 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-9, y:85, z:-60})"
"Rotate the pyramid by -74 degrees on the X-axis, -96 degrees on the Y-axis, and -6 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-74, y:-96, z:-6})"
"Rotate the cube by 2 degrees on the X-axis, -23 degrees on the Y-axis, and 38 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:2, y:-23, z:38})"
"Rotate the sphere by 54 degrees on the X-axis, 78 degrees on the Y-axis, and -24 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:54, y:78, z:-24})"
"Rotate the cube by -92 degrees on the X-axis, 95 degrees on the Y-axis, and -63 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-92, y:95, z:-63})"
"Rotate the sphere by -34 degrees on the X-axis, 19 degrees on the Y-axis, and 84 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-34, y:19, z:84})"
"Rotate the pyramid by 20 degrees on the X-axis, -93 degrees on the Y-axis, and -82 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:20, y:-93, z:-82})"
"Rotate the pyramid by 11 degrees on the X-axis, 96 degrees on the Y-axis, and -81 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:11, y:96, z:-81})"
"Rotate the cube by -89 degrees on the X-axis, -78 degrees on the Y-axis, and -100 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-89, y:-78, z:-100})"
"Rotate the sphere by 0 degrees on the X-axis, 70 degrees on the Y-axis, and 30 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:0, y:70, z:30})"
"Rotate the sphere by 35 degrees on the X-axis, 53 degrees on the Y-axis, and 10 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:35, y:53, z:10})"
"Rotate the cube by 14 degrees on the X-axis, 43 degrees on the Y-axis, and -34 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:14, y:43, z:-34})"
"Rotate the pyramid by -43 degrees on the X-axis, 36 degrees on the Y-axis, and 78 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-43, y:36, z:78})"
"Rotate the pyramid by 75 degrees on the X-axis, 72 degrees on the Y-axis, and 76 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:75, y:72, z:76})"
"Rotate the cube by 21 degrees on the X-axis, -43 degrees on the Y-axis, and -47 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:21, y:-43, z:-47})"
"Rotate the pyramid by 84 degrees on the X-axis, -27 degrees on the Y-axis, and 34 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:84, y:-27, z:34})"
"Rotate the cube by 36 degrees on the X-axis, 50 degrees on the Y-axis, and 36 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:36, y:50, z:36})"
"Rotate the pyramid by -86 degrees on the X-axis, 73 degrees on the Y-axis, and 28 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-86, y:73, z:28})"
"Rotate the pyramid by -93 degrees on the X-axis, -87 degrees on the Y-axis, and 75 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-93, y:-87, z:75})"
"Rotate the sphere by -17 degrees on the X-axis, 19 degrees on the Y-axis, and -68 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-17, y:19, z:-68})"
"Rotate the sphere by 66 degrees on the X-axis, 94 degrees on the Y-axis, and 25 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:66, y:94, z:25})"
"Rotate the cube by -85 degrees on the X-axis, 29 degrees on the Y-axis, and 8 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-85, y:29, z:8})"
"Rotate the pyramid by 47 degrees on the X-axis, -82 degrees on the Y-axis, and -6 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:47, y:-82, z:-6})"
"Rotate the pyramid by 99 degrees on the X-axis, 99 degrees on the Y-axis, and -95 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:99, y:99, z:-95})"
Scale the sphere by a factor of 1.4737152535982903.,"scaleObject(target='sphere', scale=1.4737152535982903)"
Scale the sphere by a factor of 0.5747716336376476.,"scaleObject(target='sphere', scale=0.5747716336376476)"
Scale the cube by a factor of 0.640113875952492.,"scaleObject(target='cube', scale=0.640113875952492)"
Scale the cube by a factor of 1.3531380832494682.,"scaleObject(target='cube', scale=1.3531380832494682)"
Scale the sphere by a factor of 0.7736612976355561.,"scaleObject(target='sphere', scale=0.7736612976355561)"
Scale the sphere by a factor of 1.4167825544308779.,"scaleObject(target='sphere', scale=1.4167825544308779)"
Scale the cube by a factor of 1.3126986683416784.,"scaleObject(target='cube', scale=1.3126986683416784)"
Scale the cube by a factor of 0.9237687018852672.,"scaleObject(target='cube', scale=0.9237687018852672)"
Scale the pyramid by a factor of 1.5839733847166553.,"scaleObject(target='pyramid', scale=1.5839733847166553)"
Scale the cube by a factor of 0.7127606137271778.,"scaleObject(target='cube', scale=0.7127606137271778)"
Scale the cube by a factor of 0.6707638886683953.,"scaleObject(target='cube', scale=0.6707638886683953)"
Scale the cube by a factor of 1.333026457332854.,"scaleObject(target='cube', scale=1.333026457332854)"
Scale the sphere by a factor of 1.6031992021758255.,"scaleObject(target='sphere', scale=1.6031992021758255)"
Scale the cube by a factor of 0.6533495252684853.,"scaleObject(target='cube', scale=0.6533495252684853)"
Scale the cube by a factor of 0.6003338302476451.,"scaleObject(target='cube', scale=0.6003338302476451)"
Scale the cube by a factor of 1.11713229829599.,"scaleObject(target='cube', scale=1.11713229829599)"
Scale the cube by a factor of 0.8938297508872484.,"scaleObject(target='cube', scale=0.8938297508872484)"
Scale the pyramid by a factor of 0.7731950852118912.,"scaleObject(target='pyramid', scale=0.7731950852118912)"
Scale the pyramid by a factor of 1.5441719000961134.,"scaleObject(target='pyramid', scale=1.5441719000961134)"
Scale the cube by a factor of 1.8158899815517642.,"scaleObject(target='cube', scale=1.8158899815517642)"
Scale the sphere by a factor of 1.0024051522340232.,"scaleObject(target='sphere', scale=1.0024051522340232)"
Scale the cube by a factor of 1.9760852623182208.,"scaleObject(target='cube', scale=1.9760852623182208)"
Scale the sphere by a factor of 0.8063372668713327.,"scaleObject(target='sphere', scale=0.8063372668713327)"
Scale the sphere by a factor of 1.9267742306509077.,"scaleObject(target='sphere', scale=1.9267742306509077)"
Scale the sphere by a factor of 1.2882666072881788.,"scaleObject(target='sphere', scale=1.2882666072881788)"
Scale the pyramid by a factor of 1.6011744904654839.,"scaleObject(target='pyramid', scale=1.6011744904654839)"
Scale the pyramid by a factor of 1.4915849322961523.,"scaleObject(target='pyramid', scale=1.4915849322961523)"
Scale the sphere by a factor of 1.232150223249704.,"scaleObject(target='sphere', scale=1.232150223249704)"
Scale the pyramid by a factor of 0.8849436439243594.,"scaleObject(target='pyramid', scale=0.8849436439243594)"
Scale the sphere by a factor of 1.013663645222964.,"scaleObject(target='sphere', scale=1.013663645222964)"
Scale the sphere by a factor of 0.6233593845570877.,"scaleObject(target='sphere', scale=0.6233593845570877)"
Scale the cube by a factor of 0.5555854962319982.,"scaleObject(target='cube', scale=0.5555854962319982)"
Scale the sphere by a factor of 1.393277367131426.,"scaleObject(target='sphere', scale=1.393277367131426)"
Scale the pyramid by a factor of 0.7888537181659458.,"scaleObject(target='pyramid', scale=0.7888537181659458)"
Scale the cube by a factor of 0.8671527700161213.,"scaleObject(target='cube', scale=0.8671527700161213)"
Scale the pyramid by a factor of 0.9702487857571978.,"scaleObject(target='pyramid', scale=0.9702487857571978)"
Scale the sphere by a factor of 0.874237157420809.,"scaleObject(target='sphere', scale=0.874237157420809)"
Scale the pyramid by a factor of 1.1274238956091764.,"scaleObject(target='pyramid', scale=1.1274238956091764)"
Scale the cube by a factor of 1.8920851618044572.,"scaleObject(target='cube', scale=1.8920851618044572)"
Scale the pyramid by a factor of 0.5261775303238212.,"scaleObject(target='pyramid', scale=0.5261775303238212)"
Scale the sphere by a factor of 1.5121556290090084.,"scaleObject(target='sphere', scale=1.5121556290090084)"
Scale the pyramid by a factor of 0.6519395828625713.,"scaleObject(target='pyramid', scale=0.6519395828625713)"
Scale the pyramid by a factor of 1.9805270833488307.,"scaleObject(target='pyramid', scale=1.9805270833488307)"
Scale the pyramid by a factor of 1.327375941983047.,"scaleObject(target='pyramid', scale=1.327375941983047)"
Scale the cube by a factor of 1.9666962544237794.,"scaleObject(target='cube', scale=1.9666962544237794)"
Scale the sphere by a factor of 1.822416988319719.,"scaleObject(target='sphere', scale=1.822416988319719)"
Scale the cube by a factor of 1.2240776722268845.,"scaleObject(target='cube', scale=1.2240776722268845)"
Scale the pyramid by a factor of 0.9626944140270784.,"scaleObject(target='pyramid', scale=0.9626944140270784)"
Scale the sphere by a factor of 0.7032617953058631.,"scaleObject(target='sphere', scale=0.7032617953058631)"
Scale the sphere by a factor of 1.4632624392355464.,"scaleObject(target='sphere', scale=1.4632624392355464)"
Scale the sphere by a factor of 0.8867376631794496.,"scaleObject(target='sphere', scale=0.8867376631794496)"
Scale the pyramid by a factor of 1.0344694472166913.,"scaleObject(target='pyramid', scale=1.0344694472166913)"
Scale the pyramid by a factor of 1.1182169056846407.,"scaleObject(target='pyramid', scale=1.1182169056846407)"
Scale the pyramid by a factor of 0.8955236407835867.,"scaleObject(target='pyramid', scale=0.8955236407835867)"
Scale the cube by a factor of 1.4374888041848866.,"scaleObject(target='cube', scale=1.4374888041848866)"
Scale the sphere by a factor of 1.6817683484390664.,"scaleObject(target='sphere', scale=1.6817683484390664)"
Scale the cube by a factor of 1.9206375918726173.,"scaleObject(target='cube', scale=1.9206375918726173)"
Scale the cube by a factor of 0.555544025396592.,"scaleObject(target='cube', scale=0.555544025396592)"
Scale the sphere by a factor of 1.65507949113986.,"scaleObject(target='sphere', scale=1.65507949113986)"
Scale the sphere by a factor of 1.1213058666385458.,"scaleObject(target='sphere', scale=1.1213058666385458)"
Scale the sphere by a factor of 1.1221949391469317.,"scaleObject(target='sphere', scale=1.1221949391469317)"
Scale the pyramid by a factor of 1.5779336520916654.,"scaleObject(target='pyramid', scale=1.5779336520916654)"
Scale the pyramid by a factor of 1.2529986307096548.,"scaleObject(target='pyramid', scale=1.2529986307096548)"
Scale the sphere by a factor of 0.6427753415273921.,"scaleObject(target='sphere', scale=0.6427753415273921)"
Scale the cube by a factor of 0.6762354580621586.,"scaleObject(target='cube', scale=0.6762354580621586)"
Scale the cube by a factor of 1.2080016883355722.,"scaleObject(target='cube', scale=1.2080016883355722)"
Scale the sphere by a factor of 1.7780644804426464.,"scaleObject(target='sphere', scale=1.7780644804426464)"
Scale the pyramid by a factor of 1.0153532326486778.,"scaleObject(target='pyramid', scale=1.0153532326486778)"
Scale the sphere by a factor of 1.7393644683445904.,"scaleObject(target='sphere', scale=1.7393644683445904)"
Scale the cube by a factor of 1.4605649085999302.,"scaleObject(target='cube', scale=1.4605649085999302)"
Scale the sphere by a factor of 1.5691389514909926.,"scaleObject(target='sphere', scale=1.5691389514909926)"
Scale the cube by a factor of 1.8954660416867157.,"scaleObject(target='cube', scale=1.8954660416867157)"
Scale the pyramid by a factor of 1.3098411059787312.,"scaleObject(target='pyramid', scale=1.3098411059787312)"
Scale the pyramid by a factor of 1.7229617666444805.,"scaleObject(target='pyramid', scale=1.7229617666444805)"
Scale the pyramid by a factor of 1.5140862131962949.,"scaleObject(target='pyramid', scale=1.5140862131962949)"
Scale the sphere by a factor of 1.9776056240779487.,"scaleObject(target='sphere', scale=1.9776056240779487)"
Scale the pyramid by a factor of 0.9051324113200108.,"scaleObject(target='pyramid', scale=0.9051324113200108)"
Scale the sphere by a factor of 0.5190217358933689.,"scaleObject(target='sphere', scale=0.5190217358933689)"
Scale the cube by a factor of 0.8181787622396346.,"scaleObject(target='cube', scale=0.8181787622396346)"
Scale the pyramid by a factor of 0.7481645145649646.,"scaleObject(target='pyramid', scale=0.7481645145649646)"
Scale the pyramid by a factor of 0.6818646736122576.,"scaleObject(target='pyramid', scale=0.6818646736122576)"
Scale the cube by a factor of 1.7549726904761194.,"scaleObject(target='cube', scale=1.7549726904761194)"
Scale the cube by a factor of 0.7802376726459377.,"scaleObject(target='cube', scale=0.7802376726459377)"
Scale the cube by a factor of 0.9770049717634635.,"scaleObject(target='cube', scale=0.9770049717634635)"
Scale the pyramid by a factor of 0.8805460998296315.,"scaleObject(target='pyramid', scale=0.8805460998296315)"
Scale the pyramid by a factor of 0.6227795015826703.,"scaleObject(target='pyramid', scale=0.6227795015826703)"
Scale the sphere by a factor of 1.6725090294206324.,"scaleObject(target='sphere', scale=1.6725090294206324)"
Scale the sphere by a factor of 1.8423354673743928.,"scaleObject(target='sphere', scale=1.8423354673743928)"
Scale the sphere by a factor of 1.1807205966718366.,"scaleObject(target='sphere', scale=1.1807205966718366)"
Scale the pyramid by a factor of 1.8127269925888543.,"scaleObject(target='pyramid', scale=1.8127269925888543)"
Scale the sphere by a factor of 1.1591237674839576.,"scaleObject(target='sphere', scale=1.1591237674839576)"
Scale the sphere by a factor of 1.008835271169486.,"scaleObject(target='sphere', scale=1.008835271169486)"
Scale the cube by a factor of 1.7071403550397437.,"scaleObject(target='cube', scale=1.7071403550397437)"
Scale the sphere by a factor of 0.9066935374581442.,"scaleObject(target='sphere', scale=0.9066935374581442)"
Scale the cube by a factor of 1.245399524097359.,"scaleObject(target='cube', scale=1.245399524097359)"
Scale the sphere by a factor of 1.4172196285931968.,"scaleObject(target='sphere', scale=1.4172196285931968)"
Scale the sphere by a factor of 1.172856121586485.,"scaleObject(target='sphere', scale=1.172856121586485)"
Scale the pyramid by a factor of 1.637590112342574.,"scaleObject(target='pyramid', scale=1.637590112342574)"
Scale the cube by a factor of 1.6824081287235648.,"scaleObject(target='cube', scale=1.6824081287235648)"
Scale the cube by a factor of 0.660886636557741.,"scaleObject(target='cube', scale=0.660886636557741)"
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the pyramid to yellow.,"changeColor(target='pyramid', color='yellow')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the pyramid to yellow.,"changeColor(target='pyramid', color='yellow')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the pyramid to yellow.,"changeColor(target='pyramid', color='yellow')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
Change the color of the pyramid to yellow.,"changeColor(target='pyramid', color='yellow')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the pyramid to yellow.,"changeColor(target='pyramid', color='yellow')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
