input,output
Rotate cube by 340 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:340})"
Rotate cube by 98 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:98})"
Rotate pyramid by 262 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:262})"
Rotate sphere by 85 degrees on X axis,"rotateObject(target='sphere', rotation={x:85, y:0, z:0})"
Rotate sphere by 243 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:243, z:0})"
Rotate pyramid by 319 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:319, z:0})"
Rotate pyramid by 182 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:182})"
Rotate cube by 6 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:6, z:0})"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.4989642114488677)"
Make sphere 1.4 times smaller,"scaleObject(target='sphere', scale=0.6509917080426746)"
Make cube 1.2 times smaller,"scaleObject(target='cube', scale=1.4802350912352367)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.8464056186913671)"
Make sphere 1.2 times smaller,"scaleObject(target='sphere', scale=1.1158283976932324)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.4396276406332018)"
Scale cube by a factor of 1.1562334990415741,"scaleObject(target='cube', scale=1.4573118505334393)"
Make cube 2.7 times bigger,"scaleObject(target='cube', scale=1.734426286595037)"
Make cube 1.2 times smaller,"scaleObject(target='cube', scale=0.9823454428885753)"
Scale cube by a factor of 1.0705824734396079,"scaleObject(target='cube', scale=0.6241301206753684)"
Make cube 2.0 times bigger,"scaleObject(target='cube', scale=1.0003222630922748)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.1943773135371982)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.3165791762969656)"
Scale pyramid by a factor of 1.0569035012720618,"scaleObject(target='pyramid', scale=0.7301673370619234)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.402613084296624)"
Make pyramid 1.9 times bigger,"scaleObject(target='pyramid', scale=1.2883428629642792)"
Make pyramid 1.7 times bigger,"scaleObject(target='pyramid', scale=1.2589316479671286)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.8453588030613446)"
Scale cube by a factor of 1.0753366759042096,"scaleObject(target='cube', scale=0.8978855341518938)"
Make cube 2.9 times bigger,"scaleObject(target='cube', scale=1.4251864150861542)"
Make sphere 2.6 times bigger,"scaleObject(target='sphere', scale=0.5962670007181787)"
Make pyramid 2.9 times bigger,"scaleObject(target='pyramid', scale=1.8912457520799721)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=0.8492470586263314)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.3732210174260326)"
Make pyramid 2.3 times bigger,"scaleObject(target='pyramid', scale=0.9212035039675014)"
Make sphere 1.4 times smaller,"scaleObject(target='sphere', scale=0.5324763813203779)"
Scale pyramid by a factor of 1.0788064068680794,"scaleObject(target='pyramid', scale=1.6319094402947303)"
Scale cube by a factor of 1.3973678970222982,"scaleObject(target='cube', scale=1.077849441845112)"
Make sphere 2.3 times bigger,"scaleObject(target='sphere', scale=0.9982302340006037)"
Scale sphere by a factor of 1.7873858025113285,"scaleObject(target='sphere', scale=1.8003819696468186)"
Make sphere 1.6 times bigger,"scaleObject(target='sphere', scale=0.7849319279151457)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.9910909943643263)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.4506104217766411)"
Make cube 1.2 times smaller,"scaleObject(target='cube', scale=0.7079950204848076)"
Make pyramid 1.3 times smaller,"scaleObject(target='pyramid', scale=1.7829235852109606)"
Make pyramid 2.9 times bigger,"scaleObject(target='pyramid', scale=1.5566207036056043)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.8696585794717828)"
Scale sphere by a factor of 1.9676041759314076,"scaleObject(target='sphere', scale=1.6877202107191636)"
Make sphere 1.3 times smaller,"scaleObject(target='sphere', scale=1.9154807149379376)"
Make sphere 1.5 times smaller,"scaleObject(target='sphere', scale=0.952221218686357)"
Make pyramid 2.6 times bigger,"scaleObject(target='pyramid', scale=1.7801738307797157)"
Scale sphere by a factor of 1.6386708224174957,"scaleObject(target='sphere', scale=1.1249072176833008)"
Make cube 2.1 times bigger,"scaleObject(target='cube', scale=1.305292048607187)"
Make sphere 1.3 times smaller,"scaleObject(target='sphere', scale=1.4698576839162578)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.5689268066423546)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.7680168757742765)"
Make sphere 1.7 times bigger,"scaleObject(target='sphere', scale=1.3152008470144478)"
Make pyramid 2.2 times bigger,"scaleObject(target='pyramid', scale=0.7845614410731702)"
Make sphere 1.8 times bigger,"scaleObject(target='sphere', scale=0.8072749290657871)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.8323028744066059)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.7591889427449805)"
Scale sphere by a factor of 1.356829362903936,"scaleObject(target='sphere', scale=1.387287104915387)"
Make cube 1.1 times smaller,"scaleObject(target='cube', scale=1.8826650581071056)"
Make cube 1.8 times bigger,"scaleObject(target='cube', scale=1.6110301595799066)"
Make pyramid 1.2 times smaller,"scaleObject(target='pyramid', scale=0.7891634591945303)"
Make sphere 1.7 times bigger,"scaleObject(target='sphere', scale=1.5145593133790871)"
Make cube 1.2 times smaller,"scaleObject(target='cube', scale=1.318818360853804)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.5053770141391469)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.5162802430919076)"
Make cube 1.4 times smaller,"scaleObject(target='cube', scale=1.2348677929184988)"
Make sphere 2.4 times bigger,"scaleObject(target='sphere', scale=1.3718028774724882)"
Scale sphere by a factor of 1.6967144593105143,"scaleObject(target='sphere', scale=1.387664433901537)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.4258055002018577)"
Make pyramid 1.2 times smaller,"scaleObject(target='pyramid', scale=1.6751510431148189)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=0.771076530474595)"
Make pyramid 2.8 times bigger,"scaleObject(target='pyramid', scale=1.1605773734893339)"
Scale cube by a factor of 1.5515273951392798,"scaleObject(target='cube', scale=1.5689837801121647)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.0799129813231234)"
Make sphere 1.4 times smaller,"scaleObject(target='sphere', scale=1.2480710023894233)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=0.5643109836355795)"
Scale sphere by a factor of 1.5265087600641496,"scaleObject(target='sphere', scale=1.9338987358125321)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=0.5152818965398602)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.3149439256193785)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.5846393780890662)"
Scale pyramid by a factor of 1.7618344504518306,"scaleObject(target='pyramid', scale=1.8279307259706563)"
Scale sphere by a factor of 1.3557931158051486,"scaleObject(target='sphere', scale=0.5800827922155323)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=0.9244417780202712)"
Make pyramid 2.4 times bigger,"scaleObject(target='pyramid', scale=1.5382278898986752)"
Scale cube by a factor of 1.2145680352378492,"scaleObject(target='cube', scale=1.5478950122797008)"
Make pyramid 2.0 times bigger,"scaleObject(target='pyramid', scale=1.4240832828227612)"
Scale sphere by a factor of 1.3035794705356731,"scaleObject(target='sphere', scale=1.6160948315240722)"
Make sphere 1.1 times smaller,"scaleObject(target='sphere', scale=1.6399015202594407)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.5063666305298304)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.7797274575206866)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.4689764479291574)"
Make cube 2.7 times bigger,"scaleObject(target='cube', scale=1.5678620455176229)"
Make sphere 2.6 times bigger,"scaleObject(target='sphere', scale=0.7363188840535257)"
Make sphere 2.7 times bigger,"scaleObject(target='sphere', scale=1.5217454005326436)"
Scale cube by a factor of 1.716032485857892,"scaleObject(target='cube', scale=1.5633277145178799)"
Make pyramid 2.4 times bigger,"scaleObject(target='pyramid', scale=0.7958451957381778)"
Scale sphere by a factor of 1.4076181507304246,"scaleObject(target='sphere', scale=1.9451867001009835)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.6583480603833851)"
Make sphere 3.0 times bigger,"scaleObject(target='sphere', scale=1.8003697663943856)"
Make pyramid 1.9 times bigger,"scaleObject(target='pyramid', scale=1.3454974137295663)"
Make sphere 1.3 times smaller,"scaleObject(target='sphere', scale=1.7675898847047606)"
Make sphere 1.3 times smaller,"scaleObject(target='sphere', scale=0.65421444431996)"
Make sphere 1.4 times smaller,"scaleObject(target='sphere', scale=1.9122395088308382)"
Scale sphere by a factor of 1.3503648630950695,"scaleObject(target='sphere', scale=0.7796088522940625)"
Scale sphere by a factor of 1.9155012625405319,"scaleObject(target='sphere', scale=1.518443705761656)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.4663856745190527)"
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the transparency of sphere to 0.01,"setTransparency(target='sphere', transparency=0.01)"
Set the transparency of sphere to 0.05,"setTransparency(target='sphere', transparency=0.05)"
Set the transparency of sphere to 0.6,"setTransparency(target='sphere', transparency=0.6)"
Set the transparency of pyramid to 0.65,"setTransparency(target='pyramid', transparency=0.65)"
Set the transparency of pyramid to 0.88,"setTransparency(target='pyramid', transparency=0.88)"
Set the transparency of sphere to 0.31,"setTransparency(target='sphere', transparency=0.31)"
Set the transparency of pyramid to 0.42,"setTransparency(target='pyramid', transparency=0.42)"
Set the transparency of cube to 0.19,"setTransparency(target='cube', transparency=0.19)"
Set the transparency of pyramid to 0.28,"setTransparency(target='pyramid', transparency=0.28)"
Set the transparency of pyramid to 0.8,"setTransparency(target='pyramid', transparency=0.8)"
Set the transparency of sphere to 0.25,"setTransparency(target='sphere', transparency=0.25)"
Set the transparency of cube to 0.8,"setTransparency(target='cube', transparency=0.8)"
Set the transparency of sphere to 0.8,"setTransparency(target='sphere', transparency=0.8)"
Set the transparency of pyramid to 0.46,"setTransparency(target='pyramid', transparency=0.46)"
Set the transparency of cube to 0.63,"setTransparency(target='cube', transparency=0.63)"
Set the transparency of pyramid to 0.51,"setTransparency(target='pyramid', transparency=0.51)"
Set the transparency of cube to 0.08,"setTransparency(target='cube', transparency=0.08)"
Set the transparency of cube to 0.74,"setTransparency(target='cube', transparency=0.74)"
Set the transparency of cube to 0.37,"setTransparency(target='cube', transparency=0.37)"
Set the transparency of pyramid to 0.75,"setTransparency(target='pyramid', transparency=0.75)"
Set the transparency of sphere to 0.78,"setTransparency(target='sphere', transparency=0.78)"
Set the transparency of cube to 0.75,"setTransparency(target='cube', transparency=0.75)"
Set the transparency of pyramid to 0.09,"setTransparency(target='pyramid', transparency=0.09)"
Set the transparency of pyramid to 0.34,"setTransparency(target='pyramid', transparency=0.34)"
Set the transparency of pyramid to 0.91,"setTransparency(target='pyramid', transparency=0.91)"
Set the transparency of cube to 0.3,"setTransparency(target='cube', transparency=0.3)"
