input,output
Rotate pyramid by 169 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:169})"
Rotate cube by 284 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:284, z:0})"
Rotate pyramid by 105 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:105, z:0})"
Rotate pyramid by 252 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:252, z:0})"
Rotate sphere by 62 degrees on X axis,"rotateObject(target='sphere', rotation={x:62, y:0, z:0})"
Rotate pyramid by 92 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:92})"
Rotate sphere by 221 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:221})"
Rotate sphere by 256 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:256})"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.9900889398874808)"
Make pyramid 1.8 times bigger,"scaleObject(target='pyramid', scale=1.5164235950389495)"
Make sphere 1.5 times smaller,"scaleObject(target='sphere', scale=1.9423087943641268)"
Make cube 1.2 times smaller,"scaleObject(target='cube', scale=0.7453562976913202)"
Scale pyramid by a factor of 1.2065977842431415,"scaleObject(target='pyramid', scale=0.7319184394197444)"
Scale pyramid by a factor of 1.4224019739582199,"scaleObject(target='pyramid', scale=0.9245613151114882)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.2315056180826536)"
Make cube 1.6 times bigger,"scaleObject(target='cube', scale=1.3107873143747146)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.5441422929778785)"
Make pyramid 1.8 times bigger,"scaleObject(target='pyramid', scale=1.1399197400438912)"
Make cube 1.3 times smaller,"scaleObject(target='cube', scale=1.3550880692123677)"
Make cube 1.3 times smaller,"scaleObject(target='cube', scale=0.7326665918533988)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.0604089183301064)"
Make pyramid 2.8 times bigger,"scaleObject(target='pyramid', scale=1.832273509989416)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.8253728572427688)"
Scale sphere by a factor of 1.5237512496140906,"scaleObject(target='sphere', scale=1.6911431461111313)"
Make sphere 1.5 times smaller,"scaleObject(target='sphere', scale=1.5483593855180353)"
Make cube 1.2 times smaller,"scaleObject(target='cube', scale=1.1831546425748147)"
Scale sphere by a factor of 1.688347935339435,"scaleObject(target='sphere', scale=1.7157818924983976)"
Scale sphere by a factor of 1.6023473757468722,"scaleObject(target='sphere', scale=0.9758533547998163)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.8359364970540302)"
Make cube 2.3 times bigger,"scaleObject(target='cube', scale=1.2763032710756737)"
Make pyramid 2.4 times bigger,"scaleObject(target='pyramid', scale=1.9523954981715674)"
Scale cube by a factor of 1.9560804955331876,"scaleObject(target='cube', scale=1.131315076163982)"
Make cube 2.8 times bigger,"scaleObject(target='cube', scale=1.3590873215504558)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.605700032475473)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.6621575039587282)"
Make cube 1.1 times smaller,"scaleObject(target='cube', scale=0.7961427583506544)"
Scale pyramid by a factor of 1.4835040874546102,"scaleObject(target='pyramid', scale=1.1778487626790963)"
Make cube 1.4 times smaller,"scaleObject(target='cube', scale=0.8201191891783881)"
Make sphere 1.6 times bigger,"scaleObject(target='sphere', scale=1.1825226041431591)"
Scale cube by a factor of 1.710202331614172,"scaleObject(target='cube', scale=0.9262276796790576)"
Make pyramid 1.5 times smaller,"scaleObject(target='pyramid', scale=0.6620082479928479)"
Make pyramid 1.9 times bigger,"scaleObject(target='pyramid', scale=1.0384050570670889)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.8045718876141894)"
Make cube 1.4 times smaller,"scaleObject(target='cube', scale=1.7449320645188793)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.6318639073236795)"
Scale cube by a factor of 1.2577316444439655,"scaleObject(target='cube', scale=1.1034981208035926)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=0.5219903908082264)"
Scale cube by a factor of 1.9975892049851551,"scaleObject(target='cube', scale=0.7882448738599331)"
Scale pyramid by a factor of 1.1503882759588315,"scaleObject(target='pyramid', scale=0.9195077188306535)"
Make sphere 2.3 times bigger,"scaleObject(target='sphere', scale=1.8784715368855693)"
Make cube 1.9 times bigger,"scaleObject(target='cube', scale=0.9608649966972462)"
Make pyramid 1.2 times smaller,"scaleObject(target='pyramid', scale=0.9166702956256961)"
Make sphere 2.5 times bigger,"scaleObject(target='sphere', scale=0.5488823205162254)"
Scale pyramid by a factor of 1.0739197697738114,"scaleObject(target='pyramid', scale=1.1907494936556067)"
Make cube 1.4 times smaller,"scaleObject(target='cube', scale=0.9074049349158341)"
Scale cube by a factor of 1.1984860852812682,"scaleObject(target='cube', scale=1.2663718475828358)"
Make pyramid 1.3 times smaller,"scaleObject(target='pyramid', scale=0.7681289129829556)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.2530903115517051)"
Scale sphere by a factor of 1.3799793261646864,"scaleObject(target='sphere', scale=1.411231230412589)"
Make cube 1.9 times bigger,"scaleObject(target='cube', scale=1.0884092279530508)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.8551507445816542)"
Scale cube by a factor of 1.4343990145832723,"scaleObject(target='cube', scale=0.8504626455878985)"
Make sphere 1.3 times smaller,"scaleObject(target='sphere', scale=1.7782986693035312)"
Make sphere 1.9 times bigger,"scaleObject(target='sphere', scale=1.9196108653987993)"
Make sphere 1.4 times smaller,"scaleObject(target='sphere', scale=1.8827559137840544)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.063949708493566)"
Make pyramid 1.2 times smaller,"scaleObject(target='pyramid', scale=0.8607536761878591)"
Make pyramid 1.4 times smaller,"scaleObject(target='pyramid', scale=0.633417139872664)"
Scale sphere by a factor of 1.4339494509295587,"scaleObject(target='sphere', scale=0.7778259875546081)"
Make cube 2.2 times bigger,"scaleObject(target='cube', scale=1.6482689753881146)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.756804865901051)"
Scale cube by a factor of 1.1636334246981037,"scaleObject(target='cube', scale=0.5927044286444979)"
Make pyramid 1.1 times smaller,"scaleObject(target='pyramid', scale=0.7545810938819941)"
Scale sphere by a factor of 1.468081303956487,"scaleObject(target='sphere', scale=1.5262865103050616)"
Make sphere 2.7 times bigger,"scaleObject(target='sphere', scale=0.6747798733014054)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.6865953947138423)"
Make cube 2.5 times bigger,"scaleObject(target='cube', scale=0.5932719899473484)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.2691579911027668)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.5540310639569279)"
Make pyramid 1.3 times smaller,"scaleObject(target='pyramid', scale=1.2457839375719544)"
Make cube 1.4 times smaller,"scaleObject(target='cube', scale=1.6543850806325981)"
Make pyramid 1.4 times smaller,"scaleObject(target='pyramid', scale=0.9535719302647234)"
Make cube 1.3 times smaller,"scaleObject(target='cube', scale=1.128046774651292)"
Scale cube by a factor of 1.4432696027884662,"scaleObject(target='cube', scale=1.638331355494728)"
Make sphere 2.5 times bigger,"scaleObject(target='sphere', scale=1.664003740048289)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.997877812554823)"
Scale sphere by a factor of 1.2390813216501277,"scaleObject(target='sphere', scale=1.945063447223422)"
Make cube 1.2 times smaller,"scaleObject(target='cube', scale=1.7301542282778872)"
Make cube 1.6 times bigger,"scaleObject(target='cube', scale=1.1569423679202675)"
Make cube 1.1 times smaller,"scaleObject(target='cube', scale=0.7228760213010373)"
Make cube 1.4 times smaller,"scaleObject(target='cube', scale=1.5550886728484492)"
Scale cube by a factor of 1.8752527068574256,"scaleObject(target='cube', scale=0.5250573773253464)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=0.7472249156029132)"
Scale pyramid by a factor of 1.310314515721875,"scaleObject(target='pyramid', scale=1.0479442817451894)"
Make cube 1.6 times bigger,"scaleObject(target='cube', scale=1.2133710693283157)"
Scale sphere by a factor of 1.097451738521399,"scaleObject(target='sphere', scale=0.6455342499052366)"
Make sphere 2.3 times bigger,"scaleObject(target='sphere', scale=1.0475642094750883)"
Make pyramid 1.3 times smaller,"scaleObject(target='pyramid', scale=1.4450290568239013)"
Make pyramid 1.8 times bigger,"scaleObject(target='pyramid', scale=1.305553863454208)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.7622195393271562)"
Scale sphere by a factor of 1.3159559491021553,"scaleObject(target='sphere', scale=0.6965442850137987)"
Make sphere 2.1 times bigger,"scaleObject(target='sphere', scale=1.6727017754035378)"
Scale pyramid by a factor of 1.0574682991338484,"scaleObject(target='pyramid', scale=1.8440205256423103)"
Scale pyramid by a factor of 1.3087780660123425,"scaleObject(target='pyramid', scale=0.58200822467145)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.560579066841986)"
Scale pyramid by a factor of 1.1784577345723508,"scaleObject(target='pyramid', scale=1.4676571721740745)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=0.544395870127002)"
Make sphere 1.6 times bigger,"scaleObject(target='sphere', scale=0.9383680484971952)"
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the transparency of pyramid to 0.06,"setTransparency(target='pyramid', transparency=0.06)"
Set the transparency of pyramid to 0.86,"setTransparency(target='pyramid', transparency=0.86)"
Set the transparency of pyramid to 0.68,"setTransparency(target='pyramid', transparency=0.68)"
Set the transparency of cube to 0.91,"setTransparency(target='cube', transparency=0.91)"
Set the transparency of cube to 0.27,"setTransparency(target='cube', transparency=0.27)"
Set the transparency of pyramid to 0.61,"setTransparency(target='pyramid', transparency=0.61)"
Set the transparency of sphere to 0.94,"setTransparency(target='sphere', transparency=0.94)"
Set the transparency of sphere to 0.53,"setTransparency(target='sphere', transparency=0.53)"
Set the transparency of pyramid to 0.35,"setTransparency(target='pyramid', transparency=0.35)"
Set the transparency of pyramid to 0.36,"setTransparency(target='pyramid', transparency=0.36)"
Set the transparency of cube to 0.99,"setTransparency(target='cube', transparency=0.99)"
Set the transparency of pyramid to 0.55,"setTransparency(target='pyramid', transparency=0.55)"
Set the transparency of pyramid to 0.6,"setTransparency(target='pyramid', transparency=0.6)"
Set the transparency of pyramid to 0.39,"setTransparency(target='pyramid', transparency=0.39)"
Set the transparency of cube to 0.79,"setTransparency(target='cube', transparency=0.79)"
Set the transparency of sphere to 0.21,"setTransparency(target='sphere', transparency=0.21)"
Set the transparency of pyramid to 0.65,"setTransparency(target='pyramid', transparency=0.65)"
Set the transparency of sphere to 0.69,"setTransparency(target='sphere', transparency=0.69)"
Set the transparency of sphere to 0.03,"setTransparency(target='sphere', transparency=0.03)"
Set the transparency of pyramid to 0.79,"setTransparency(target='pyramid', transparency=0.79)"
Set the transparency of cube to 0.11,"setTransparency(target='cube', transparency=0.11)"
Set the transparency of cube to 0.64,"setTransparency(target='cube', transparency=0.64)"
Set the transparency of sphere to 0.71,"setTransparency(target='sphere', transparency=0.71)"
Set the transparency of pyramid to 0.91,"setTransparency(target='pyramid', transparency=0.91)"
