input,output
"Rotate the sphere by -29 degrees on the X-axis, 59 degrees on the Y-axis, and -13 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-29, y:59, z:-13})"
"Rotate the sphere by 62 degrees on the X-axis, 91 degrees on the Y-axis, and -29 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:62, y:91, z:-29})"
"Rotate the sphere by 98 degrees on the X-axis, 73 degrees on the Y-axis, and 2 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:98, y:73, z:2})"
"Rotate the pyramid by -25 degrees on the X-axis, 68 degrees on the Y-axis, and -72 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-25, y:68, z:-72})"
"Rotate the sphere by -21 degrees on the X-axis, 84 degrees on the Y-axis, and 28 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-21, y:84, z:28})"
"Rotate the pyramid by -6 degrees on the X-axis, 33 degrees on the Y-axis, and -19 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-6, y:33, z:-19})"
"Rotate the sphere by 33 degrees on the X-axis, 65 degrees on the Y-axis, and -22 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:33, y:65, z:-22})"
"Rotate the pyramid by 6 degrees on the X-axis, -6 degrees on the Y-axis, and 10 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:6, y:-6, z:10})"
"Rotate the sphere by 78 degrees on the X-axis, -31 degrees on the Y-axis, and 89 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:78, y:-31, z:89})"
"Rotate the sphere by 94 degrees on the X-axis, -14 degrees on the Y-axis, and 46 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:94, y:-14, z:46})"
"Rotate the sphere by -64 degrees on the X-axis, 21 degrees on the Y-axis, and -30 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-64, y:21, z:-30})"
"Rotate the sphere by -2 degrees on the X-axis, 13 degrees on the Y-axis, and -80 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-2, y:13, z:-80})"
"Rotate the pyramid by 94 degrees on the X-axis, -45 degrees on the Y-axis, and -28 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:94, y:-45, z:-28})"
"Rotate the pyramid by -100 degrees on the X-axis, 14 degrees on the Y-axis, and 72 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-100, y:14, z:72})"
"Rotate the sphere by -74 degrees on the X-axis, -98 degrees on the Y-axis, and 90 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-74, y:-98, z:90})"
"Rotate the pyramid by 53 degrees on the X-axis, -97 degrees on the Y-axis, and 98 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:53, y:-97, z:98})"
"Rotate the sphere by 37 degrees on the X-axis, -97 degrees on the Y-axis, and -13 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:37, y:-97, z:-13})"
"Rotate the cube by 52 degrees on the X-axis, 39 degrees on the Y-axis, and -7 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:52, y:39, z:-7})"
"Rotate the pyramid by 59 degrees on the X-axis, -57 degrees on the Y-axis, and 14 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:59, y:-57, z:14})"
"Rotate the sphere by -96 degrees on the X-axis, 67 degrees on the Y-axis, and 86 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-96, y:67, z:86})"
"Rotate the sphere by -16 degrees on the X-axis, 69 degrees on the Y-axis, and -52 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-16, y:69, z:-52})"
"Rotate the pyramid by 100 degrees on the X-axis, -70 degrees on the Y-axis, and -40 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:100, y:-70, z:-40})"
"Rotate the cube by 93 degrees on the X-axis, -2 degrees on the Y-axis, and 37 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:93, y:-2, z:37})"
"Rotate the pyramid by 93 degrees on the X-axis, 45 degrees on the Y-axis, and -57 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:93, y:45, z:-57})"
"Rotate the cube by 84 degrees on the X-axis, -34 degrees on the Y-axis, and 30 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:84, y:-34, z:30})"
"Rotate the pyramid by 76 degrees on the X-axis, -87 degrees on the Y-axis, and -49 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:76, y:-87, z:-49})"
"Rotate the pyramid by -65 degrees on the X-axis, -26 degrees on the Y-axis, and 76 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-65, y:-26, z:76})"
"Rotate the pyramid by -7 degrees on the X-axis, -28 degrees on the Y-axis, and -14 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-7, y:-28, z:-14})"
"Rotate the cube by 69 degrees on the X-axis, 55 degrees on the Y-axis, and 36 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:69, y:55, z:36})"
"Rotate the pyramid by 8 degrees on the X-axis, -15 degrees on the Y-axis, and 48 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:8, y:-15, z:48})"
"Rotate the sphere by -65 degrees on the X-axis, -52 degrees on the Y-axis, and -14 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-65, y:-52, z:-14})"
"Rotate the pyramid by 0 degrees on the X-axis, -82 degrees on the Y-axis, and 45 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:0, y:-82, z:45})"
"Rotate the cube by -52 degrees on the X-axis, -81 degrees on the Y-axis, and -97 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-52, y:-81, z:-97})"
"Rotate the cube by -8 degrees on the X-axis, -75 degrees on the Y-axis, and 33 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-8, y:-75, z:33})"
"Rotate the cube by -89 degrees on the X-axis, -55 degrees on the Y-axis, and -11 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-89, y:-55, z:-11})"
"Rotate the sphere by 6 degrees on the X-axis, 34 degrees on the Y-axis, and 4 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:6, y:34, z:4})"
"Rotate the cube by 40 degrees on the X-axis, -83 degrees on the Y-axis, and -68 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:40, y:-83, z:-68})"
"Rotate the pyramid by -72 degrees on the X-axis, -25 degrees on the Y-axis, and -22 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:-72, y:-25, z:-22})"
"Rotate the cube by -30 degrees on the X-axis, 45 degrees on the Y-axis, and 6 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-30, y:45, z:6})"
"Rotate the sphere by 12 degrees on the X-axis, -10 degrees on the Y-axis, and 25 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:12, y:-10, z:25})"
"Rotate the sphere by -29 degrees on the X-axis, -10 degrees on the Y-axis, and -55 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-29, y:-10, z:-55})"
"Rotate the cube by -62 degrees on the X-axis, -50 degrees on the Y-axis, and -94 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-62, y:-50, z:-94})"
"Rotate the cube by 87 degrees on the X-axis, 95 degrees on the Y-axis, and 72 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:87, y:95, z:72})"
"Rotate the pyramid by 39 degrees on the X-axis, -91 degrees on the Y-axis, and 8 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:39, y:-91, z:8})"
"Rotate the sphere by -74 degrees on the X-axis, -60 degrees on the Y-axis, and -35 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-74, y:-60, z:-35})"
"Rotate the sphere by -85 degrees on the X-axis, -69 degrees on the Y-axis, and 37 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-85, y:-69, z:37})"
"Rotate the cube by 33 degrees on the X-axis, -18 degrees on the Y-axis, and -3 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:33, y:-18, z:-3})"
"Rotate the cube by 48 degrees on the X-axis, 41 degrees on the Y-axis, and -22 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:48, y:41, z:-22})"
"Rotate the pyramid by 1 degrees on the X-axis, -16 degrees on the Y-axis, and 72 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:1, y:-16, z:72})"
"Rotate the cube by 26 degrees on the X-axis, 82 degrees on the Y-axis, and 12 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:26, y:82, z:12})"
"Rotate the sphere by -100 degrees on the X-axis, 86 degrees on the Y-axis, and -98 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-100, y:86, z:-98})"
"Rotate the cube by -38 degrees on the X-axis, 1 degrees on the Y-axis, and 88 degrees on the Z-axis.","rotateObject(target='cube', rotation={x:-38, y:1, z:88})"
"Rotate the pyramid by 23 degrees on the X-axis, 60 degrees on the Y-axis, and -6 degrees on the Z-axis.","rotateObject(target='pyramid', rotation={x:23, y:60, z:-6})"
"Rotate the sphere by -60 degrees on the X-axis, 100 degrees on the Y-axis, and 66 degrees on the Z-axis.","rotateObject(target='sphere', rotation={x:-60, y:100, z:66})"
Scale the sphere by a factor of 1.9931685490139397.,"scaleObject(target='sphere', scale=1.9931685490139397)"
Scale the sphere by a factor of 0.7462772342466993.,"scaleObject(target='sphere', scale=0.7462772342466993)"
Scale the sphere by a factor of 1.0401355108099726.,"scaleObject(target='sphere', scale=1.0401355108099726)"
Scale the cube by a factor of 1.9026641301276062.,"scaleObject(target='cube', scale=1.9026641301276062)"
Scale the cube by a factor of 1.9734758852893663.,"scaleObject(target='cube', scale=1.9734758852893663)"
Scale the cube by a factor of 1.6426134483032175.,"scaleObject(target='cube', scale=1.6426134483032175)"
Scale the sphere by a factor of 0.7858577948955023.,"scaleObject(target='sphere', scale=0.7858577948955023)"
Scale the sphere by a factor of 1.0056332282873481.,"scaleObject(target='sphere', scale=1.0056332282873481)"
Scale the cube by a factor of 1.4853682212463104.,"scaleObject(target='cube', scale=1.4853682212463104)"
Scale the cube by a factor of 1.1323975295715736.,"scaleObject(target='cube', scale=1.1323975295715736)"
Scale the cube by a factor of 1.3084665897887353.,"scaleObject(target='cube', scale=1.3084665897887353)"
Scale the pyramid by a factor of 0.9261757347747781.,"scaleObject(target='pyramid', scale=0.9261757347747781)"
Scale the sphere by a factor of 0.7729112138366347.,"scaleObject(target='sphere', scale=0.7729112138366347)"
Scale the cube by a factor of 1.4088913081963157.,"scaleObject(target='cube', scale=1.4088913081963157)"
Scale the sphere by a factor of 0.7178741544434413.,"scaleObject(target='sphere', scale=0.7178741544434413)"
Scale the pyramid by a factor of 1.727614403997852.,"scaleObject(target='pyramid', scale=1.727614403997852)"
Scale the sphere by a factor of 1.4825870249559674.,"scaleObject(target='sphere', scale=1.4825870249559674)"
Scale the sphere by a factor of 0.5326111041039412.,"scaleObject(target='sphere', scale=0.5326111041039412)"
Scale the sphere by a factor of 1.9911487032550657.,"scaleObject(target='sphere', scale=1.9911487032550657)"
Scale the pyramid by a factor of 1.1577248575062407.,"scaleObject(target='pyramid', scale=1.1577248575062407)"
Scale the sphere by a factor of 1.5981357738407338.,"scaleObject(target='sphere', scale=1.5981357738407338)"
Scale the sphere by a factor of 1.329949479082937.,"scaleObject(target='sphere', scale=1.329949479082937)"
Scale the sphere by a factor of 1.2399788130050946.,"scaleObject(target='sphere', scale=1.2399788130050946)"
Scale the pyramid by a factor of 0.5769339658952801.,"scaleObject(target='pyramid', scale=0.5769339658952801)"
Scale the sphere by a factor of 1.2041035259718031.,"scaleObject(target='sphere', scale=1.2041035259718031)"
Scale the pyramid by a factor of 0.9915246406906988.,"scaleObject(target='pyramid', scale=0.9915246406906988)"
Scale the pyramid by a factor of 1.68022884000381.,"scaleObject(target='pyramid', scale=1.68022884000381)"
Scale the pyramid by a factor of 1.2301868380038188.,"scaleObject(target='pyramid', scale=1.2301868380038188)"
Scale the sphere by a factor of 1.3633715771818613.,"scaleObject(target='sphere', scale=1.3633715771818613)"
Scale the cube by a factor of 0.5242941207917248.,"scaleObject(target='cube', scale=0.5242941207917248)"
Scale the cube by a factor of 0.7961856491000947.,"scaleObject(target='cube', scale=0.7961856491000947)"
Scale the pyramid by a factor of 1.1114689942708205.,"scaleObject(target='pyramid', scale=1.1114689942708205)"
Scale the sphere by a factor of 1.5823318267758673.,"scaleObject(target='sphere', scale=1.5823318267758673)"
Scale the cube by a factor of 1.8262506564861738.,"scaleObject(target='cube', scale=1.8262506564861738)"
Scale the cube by a factor of 1.1184937765818688.,"scaleObject(target='cube', scale=1.1184937765818688)"
Scale the pyramid by a factor of 1.8531432575272393.,"scaleObject(target='pyramid', scale=1.8531432575272393)"
Scale the cube by a factor of 1.043739659094558.,"scaleObject(target='cube', scale=1.043739659094558)"
Scale the pyramid by a factor of 1.0737927934285008.,"scaleObject(target='pyramid', scale=1.0737927934285008)"
Scale the pyramid by a factor of 1.5471742486403703.,"scaleObject(target='pyramid', scale=1.5471742486403703)"
Scale the sphere by a factor of 0.5583924920976627.,"scaleObject(target='sphere', scale=0.5583924920976627)"
Scale the pyramid by a factor of 0.8641659476806682.,"scaleObject(target='pyramid', scale=0.8641659476806682)"
Scale the sphere by a factor of 1.8851042977447645.,"scaleObject(target='sphere', scale=1.8851042977447645)"
Scale the pyramid by a factor of 1.2976920215225065.,"scaleObject(target='pyramid', scale=1.2976920215225065)"
Scale the sphere by a factor of 1.9376719763264403.,"scaleObject(target='sphere', scale=1.9376719763264403)"
Scale the sphere by a factor of 0.7638090781501914.,"scaleObject(target='sphere', scale=0.7638090781501914)"
Scale the sphere by a factor of 1.9988783929411804.,"scaleObject(target='sphere', scale=1.9988783929411804)"
Scale the pyramid by a factor of 1.1689622020574468.,"scaleObject(target='pyramid', scale=1.1689622020574468)"
Scale the sphere by a factor of 0.6899659654058621.,"scaleObject(target='sphere', scale=0.6899659654058621)"
Scale the pyramid by a factor of 1.331393032323528.,"scaleObject(target='pyramid', scale=1.331393032323528)"
Scale the pyramid by a factor of 1.634927489789646.,"scaleObject(target='pyramid', scale=1.634927489789646)"
Scale the cube by a factor of 1.0816255202048548.,"scaleObject(target='cube', scale=1.0816255202048548)"
Scale the pyramid by a factor of 1.4667686710332246.,"scaleObject(target='pyramid', scale=1.4667686710332246)"
Scale the cube by a factor of 1.9001818846260008.,"scaleObject(target='cube', scale=1.9001818846260008)"
Scale the pyramid by a factor of 1.8305675001926045.,"scaleObject(target='pyramid', scale=1.8305675001926045)"
Scale the pyramid by a factor of 0.6745920423992322.,"scaleObject(target='pyramid', scale=0.6745920423992322)"
Scale the sphere by a factor of 0.6233871441900898.,"scaleObject(target='sphere', scale=0.6233871441900898)"
Scale the sphere by a factor of 0.989541094039253.,"scaleObject(target='sphere', scale=0.989541094039253)"
Scale the sphere by a factor of 1.1681932578052399.,"scaleObject(target='sphere', scale=1.1681932578052399)"
Scale the sphere by a factor of 1.2922899042548817.,"scaleObject(target='sphere', scale=1.2922899042548817)"
Scale the cube by a factor of 1.9768695961421332.,"scaleObject(target='cube', scale=1.9768695961421332)"
Scale the sphere by a factor of 1.7575704567100618.,"scaleObject(target='sphere', scale=1.7575704567100618)"
Scale the cube by a factor of 1.5296190055983838.,"scaleObject(target='cube', scale=1.5296190055983838)"
Scale the pyramid by a factor of 1.2055103849383242.,"scaleObject(target='pyramid', scale=1.2055103849383242)"
Scale the cube by a factor of 1.2176583835214392.,"scaleObject(target='cube', scale=1.2176583835214392)"
Scale the pyramid by a factor of 1.83663626411594.,"scaleObject(target='pyramid', scale=1.83663626411594)"
Scale the cube by a factor of 1.7337826929859395.,"scaleObject(target='cube', scale=1.7337826929859395)"
Scale the pyramid by a factor of 1.4253069046180389.,"scaleObject(target='pyramid', scale=1.4253069046180389)"
Scale the sphere by a factor of 1.3538478132473095.,"scaleObject(target='sphere', scale=1.3538478132473095)"
Scale the cube by a factor of 1.9955872863216169.,"scaleObject(target='cube', scale=1.9955872863216169)"
Scale the sphere by a factor of 1.404766365614373.,"scaleObject(target='sphere', scale=1.404766365614373)"
Scale the sphere by a factor of 1.1478841786260312.,"scaleObject(target='sphere', scale=1.1478841786260312)"
Scale the pyramid by a factor of 1.2581215623674884.,"scaleObject(target='pyramid', scale=1.2581215623674884)"
Scale the pyramid by a factor of 1.8161685540817383.,"scaleObject(target='pyramid', scale=1.8161685540817383)"
Scale the pyramid by a factor of 1.9577739412930826.,"scaleObject(target='pyramid', scale=1.9577739412930826)"
Scale the cube by a factor of 1.6559440065760356.,"scaleObject(target='cube', scale=1.6559440065760356)"
Scale the sphere by a factor of 0.5625383985635484.,"scaleObject(target='sphere', scale=0.5625383985635484)"
Scale the pyramid by a factor of 1.9158853142021202.,"scaleObject(target='pyramid', scale=1.9158853142021202)"
Scale the pyramid by a factor of 0.5883902774410483.,"scaleObject(target='pyramid', scale=0.5883902774410483)"
Scale the sphere by a factor of 1.7075577834259876.,"scaleObject(target='sphere', scale=1.7075577834259876)"
Scale the cube by a factor of 1.1351327192339857.,"scaleObject(target='cube', scale=1.1351327192339857)"
Scale the sphere by a factor of 0.6682875706199454.,"scaleObject(target='sphere', scale=0.6682875706199454)"
Scale the sphere by a factor of 0.8367006060866382.,"scaleObject(target='sphere', scale=0.8367006060866382)"
Scale the pyramid by a factor of 1.1971068370465698.,"scaleObject(target='pyramid', scale=1.1971068370465698)"
Scale the pyramid by a factor of 1.5020344275063717.,"scaleObject(target='pyramid', scale=1.5020344275063717)"
Scale the cube by a factor of 1.8652127081412193.,"scaleObject(target='cube', scale=1.8652127081412193)"
Scale the cube by a factor of 1.0989295005517823.,"scaleObject(target='cube', scale=1.0989295005517823)"
Scale the pyramid by a factor of 1.6582090185136855.,"scaleObject(target='pyramid', scale=1.6582090185136855)"
Scale the pyramid by a factor of 1.1932751201079737.,"scaleObject(target='pyramid', scale=1.1932751201079737)"
Scale the sphere by a factor of 1.8756577696869363.,"scaleObject(target='sphere', scale=1.8756577696869363)"
Scale the pyramid by a factor of 1.3687392102303613.,"scaleObject(target='pyramid', scale=1.3687392102303613)"
Scale the pyramid by a factor of 1.2624099638787778.,"scaleObject(target='pyramid', scale=1.2624099638787778)"
Scale the sphere by a factor of 0.7938757736592292.,"scaleObject(target='sphere', scale=0.7938757736592292)"
Scale the pyramid by a factor of 1.3112704331518523.,"scaleObject(target='pyramid', scale=1.3112704331518523)"
Scale the cube by a factor of 1.602217060318798.,"scaleObject(target='cube', scale=1.602217060318798)"
Scale the sphere by a factor of 1.6477858868083193.,"scaleObject(target='sphere', scale=1.6477858868083193)"
Scale the cube by a factor of 1.230356092479684.,"scaleObject(target='cube', scale=1.230356092479684)"
Scale the pyramid by a factor of 1.5083554890371675.,"scaleObject(target='pyramid', scale=1.5083554890371675)"
Scale the cube by a factor of 0.9889131991512318.,"scaleObject(target='cube', scale=0.9889131991512318)"
Scale the sphere by a factor of 1.334293025992459.,"scaleObject(target='sphere', scale=1.334293025992459)"
Scale the sphere by a factor of 0.7049383385755754.,"scaleObject(target='sphere', scale=0.7049383385755754)"
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the sphere.,deleteObject(target='sphere')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Delete the sphere.,deleteObject(target='sphere')
Delete the sphere.,deleteObject(target='sphere')
Delete the cube.,deleteObject(target='cube')
Delete the pyramid.,deleteObject(target='pyramid')
Delete the cube.,deleteObject(target='cube')
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
Change the color of the pyramid to yellow.,"changeColor(target='pyramid', color='yellow')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the sphere to green.,"changeColor(target='sphere', color='green')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the sphere to yellow.,"changeColor(target='sphere', color='yellow')"
Change the color of the pyramid to yellow.,"changeColor(target='pyramid', color='yellow')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the pyramid to green.,"changeColor(target='pyramid', color='green')"
Change the color of the cube to red.,"changeColor(target='cube', color='red')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the pyramid to yellow.,"changeColor(target='pyramid', color='yellow')"
Change the color of the sphere to blue.,"changeColor(target='sphere', color='blue')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the cube to yellow.,"changeColor(target='cube', color='yellow')"
Change the color of the pyramid to blue.,"changeColor(target='pyramid', color='blue')"
Change the color of the cube to green.,"changeColor(target='cube', color='green')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the pyramid to red.,"changeColor(target='pyramid', color='red')"
Change the color of the cube to blue.,"changeColor(target='cube', color='blue')"
Change the color of the sphere to red.,"changeColor(target='sphere', color='red')"
