input,output
Rotate sphere by 57 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:57})"
Rotate sphere by 128 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:128})"
Rotate pyramid by 281 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:281, z:0})"
Rotate pyramid by 251 degrees on X axis,"rotateObject(target='pyramid', rotation={x:251, y:0, z:0})"
Rotate pyramid by 160 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:160, z:0})"
Rotate sphere by 255 degrees on X axis,"rotateObject(target='sphere', rotation={x:255, y:0, z:0})"
Rotate cube by 255 degrees on X axis,"rotateObject(target='cube', rotation={x:255, y:0, z:0})"
Rotate sphere by 197 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:197, z:0})"
Rotate pyramid by 25 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:25, z:0})"
Make cube 0.7 times bigger,"scaleObject(target='cube', scale=0.7)"
Make pyramid 1.9 times bigger,"scaleObject(target='pyramid', scale=1.9)"
Scale sphere by a factor of 0.7,"scaleObject(target='sphere', scale=0.7)"
Make cube 0.8 times bigger,"scaleObject(target='cube', scale=0.8)"
Make cube 0.6 times bigger,"scaleObject(target='cube', scale=0.6)"
Make pyramid 1.6 times smaller,"scaleObject(target='pyramid', scale=1.6)"
Make sphere 1.0 times smaller,"scaleObject(target='sphere', scale=1.0)"
Make cube 1.4 times smaller,"scaleObject(target='cube', scale=1.4)"
Scale sphere by a factor of 0.8,"scaleObject(target='sphere', scale=0.8)"
Scale pyramid by a factor of 1.4,"scaleObject(target='pyramid', scale=1.4)"
Make pyramid 2.0 times smaller,"scaleObject(target='pyramid', scale=2.0)"
Scale sphere by a factor of 1.3,"scaleObject(target='sphere', scale=1.3)"
Scale cube by a factor of 1.9,"scaleObject(target='cube', scale=1.9)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.1)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.5)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.5)"
Scale sphere by a factor of 1.3,"scaleObject(target='sphere', scale=1.3)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.9)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.2)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.7)"
Make pyramid 1.3 times bigger,"scaleObject(target='pyramid', scale=1.3)"
Scale sphere by a factor of 1.5,"scaleObject(target='sphere', scale=1.5)"
Scale sphere by a factor of 1.1,"scaleObject(target='sphere', scale=1.1)"
Make pyramid 0.6 times bigger,"scaleObject(target='pyramid', scale=0.6)"
Scale pyramid by a factor of 0.7,"scaleObject(target='pyramid', scale=0.7)"
Make sphere 1.1 times smaller,"scaleObject(target='sphere', scale=1.1)"
Make cube 2.0 times smaller,"scaleObject(target='cube', scale=2.0)"
Make sphere 1.6 times bigger,"scaleObject(target='sphere', scale=1.6)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.2)"
Make pyramid 0.6 times smaller,"scaleObject(target='pyramid', scale=0.6)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.6)"
Make cube 1.0 times smaller,"scaleObject(target='cube', scale=1.0)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=0.7)"
Make pyramid 1.0 times smaller,"scaleObject(target='pyramid', scale=1.0)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.8)"
Make sphere 1.7 times bigger,"scaleObject(target='sphere', scale=1.7)"
Make cube 1.1 times smaller,"scaleObject(target='cube', scale=1.1)"
Make sphere 1.0 times smaller,"scaleObject(target='sphere', scale=1.0)"
Make sphere 1.8 times smaller,"scaleObject(target='sphere', scale=1.8)"
Make sphere 1.0 times bigger,"scaleObject(target='sphere', scale=1.0)"
Scale cube by a factor of 0.8,"scaleObject(target='cube', scale=0.8)"
Make pyramid 0.8 times smaller,"scaleObject(target='pyramid', scale=0.8)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=0.6)"
Make cube 0.9 times bigger,"scaleObject(target='cube', scale=0.9)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.9)"
Scale cube by a factor of 1.9,"scaleObject(target='cube', scale=1.9)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.6)"
Make pyramid 1.1 times smaller,"scaleObject(target='pyramid', scale=1.1)"
Make sphere 1.0 times bigger,"scaleObject(target='sphere', scale=1.0)"
Scale cube by a factor of 1.4,"scaleObject(target='cube', scale=1.4)"
Make sphere 1.6 times bigger,"scaleObject(target='sphere', scale=1.6)"
Scale cube by a factor of 1.8,"scaleObject(target='cube', scale=1.8)"
Make sphere 1.0 times bigger,"scaleObject(target='sphere', scale=1.0)"
Make pyramid 1.9 times bigger,"scaleObject(target='pyramid', scale=1.9)"
Scale sphere by a factor of 0.6,"scaleObject(target='sphere', scale=0.6)"
Make cube 1.0 times smaller,"scaleObject(target='cube', scale=1.0)"
Make cube 0.8 times bigger,"scaleObject(target='cube', scale=0.8)"
Scale pyramid by a factor of 1.6,"scaleObject(target='pyramid', scale=1.6)"
Make sphere 2.0 times smaller,"scaleObject(target='sphere', scale=2.0)"
Scale pyramid by a factor of 1.6,"scaleObject(target='pyramid', scale=1.6)"
Scale cube by a factor of 0.9,"scaleObject(target='cube', scale=0.9)"
Make sphere a bit smaller,"scaleObject(target='sphere', scale=1.0)"
Make pyramid 1.3 times bigger,"scaleObject(target='pyramid', scale=1.3)"
Make cube a bit smaller,"scaleObject(target='cube', scale=0.9)"
Scale pyramid by a factor of 1.6,"scaleObject(target='pyramid', scale=1.6)"
Scale pyramid by a factor of 1.1,"scaleObject(target='pyramid', scale=1.1)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.3)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.6)"
Make cube 1.9 times smaller,"scaleObject(target='cube', scale=1.9)"
Make pyramid 0.5 times smaller,"scaleObject(target='pyramid', scale=0.5)"
Scale pyramid by a factor of 1.4,"scaleObject(target='pyramid', scale=1.4)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.0)"
Make cube 0.6 times smaller,"scaleObject(target='cube', scale=0.6)"
Make pyramid 1.2 times bigger,"scaleObject(target='pyramid', scale=1.2)"
Make sphere 1.5 times bigger,"scaleObject(target='sphere', scale=1.5)"
Make sphere 1.0 times smaller,"scaleObject(target='sphere', scale=1.0)"
Scale pyramid by a factor of 2.0,"scaleObject(target='pyramid', scale=2.0)"
Make cube 1.2 times bigger,"scaleObject(target='cube', scale=1.2)"
Scale cube by a factor of 1.9,"scaleObject(target='cube', scale=1.9)"
Make pyramid 0.6 times bigger,"scaleObject(target='pyramid', scale=0.6)"
Scale sphere by a factor of 1.8,"scaleObject(target='sphere', scale=1.8)"
Scale cube by a factor of 0.6,"scaleObject(target='cube', scale=0.6)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.5)"
Scale sphere by a factor of 0.5,"scaleObject(target='sphere', scale=0.5)"
Make sphere 1.0 times smaller,"scaleObject(target='sphere', scale=1.0)"
Make sphere 1.6 times smaller,"scaleObject(target='sphere', scale=1.6)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.8)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.2)"
Make cube 0.7 times smaller,"scaleObject(target='cube', scale=0.7)"
Make pyramid a bit smaller,"scaleObject(target='pyramid', scale=1.7)"
Make pyramid 1.5 times smaller,"scaleObject(target='pyramid', scale=1.5)"
Make cube a bit smaller,"scaleObject(target='cube', scale=1.1)"
Make sphere 0.5 times bigger,"scaleObject(target='sphere', scale=0.5)"
Scale cube by a factor of 0.9,"scaleObject(target='cube', scale=0.9)"
Scale pyramid by a factor of 1.2,"scaleObject(target='pyramid', scale=1.2)"
Scale cube by a factor of 1.4,"scaleObject(target='cube', scale=1.4)"
Scale cube by a factor of 0.8,"scaleObject(target='cube', scale=0.8)"
Scale cube by a factor of 1.8,"scaleObject(target='cube', scale=1.8)"
Make cube 1.2 times smaller,"scaleObject(target='cube', scale=1.2)"
Make cube 0.5 times smaller,"scaleObject(target='cube', scale=0.5)"
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete sphere,deleteObject(target='sphere')
Delete pyramid,deleteObject(target='pyramid')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete cube,deleteObject(target='cube')
Delete pyramid,deleteObject(target='pyramid')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete cube,deleteObject(target='cube')
Delete sphere,deleteObject(target='sphere')
Delete sphere,deleteObject(target='sphere')
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to yellow,"changeColor(target='pyramid', color='yellow')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of pyramid to red,"changeColor(target='pyramid', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of cube to blue,"changeColor(target='cube', color='blue')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of sphere to yellow,"changeColor(target='sphere', color='yellow')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of sphere to blue,"changeColor(target='sphere', color='blue')"
Change the color of cube to red,"changeColor(target='cube', color='red')"
Change the color of cube to yellow,"changeColor(target='cube', color='yellow')"
Change the color of sphere to red,"changeColor(target='sphere', color='red')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Change the color of cube to green,"changeColor(target='cube', color='green')"
Change the color of sphere to green,"changeColor(target='sphere', color='green')"
Change the color of pyramid to green,"changeColor(target='pyramid', color='green')"
Change the color of pyramid to blue,"changeColor(target='pyramid', color='blue')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of sphere to wood,"setTexture(target='sphere', texture='wood')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to glass,"setTexture(target='pyramid', texture='glass')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of pyramid to metal,"setTexture(target='pyramid', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the texture of cube to metal,"setTexture(target='cube', texture='metal')"
Set the texture of sphere to metal,"setTexture(target='sphere', texture='metal')"
Set the texture of cube to glass,"setTexture(target='cube', texture='glass')"
Set the texture of pyramid to wood,"setTexture(target='pyramid', texture='wood')"
Set the texture of cube to wood,"setTexture(target='cube', texture='wood')"
Set the texture of sphere to glass,"setTexture(target='sphere', texture='glass')"
Set the transparency of cube to 0.15,"setTransparency(target='cube', transparency=0.15)"
Set the transparency of sphere to 0.54,"setTransparency(target='sphere', transparency=0.54)"
Set the transparency of pyramid to 0.46,"setTransparency(target='pyramid', transparency=0.46)"
Set the transparency of pyramid to 0.64,"setTransparency(target='pyramid', transparency=0.64)"
Set the transparency of cube to 0.39,"setTransparency(target='cube', transparency=0.39)"
Set the transparency of sphere to 0.13,"setTransparency(target='sphere', transparency=0.13)"
Set the transparency of sphere to 0.36,"setTransparency(target='sphere', transparency=0.36)"
Set the transparency of cube to 0.71,"setTransparency(target='cube', transparency=0.71)"
Set the transparency of sphere to 0.09,"setTransparency(target='sphere', transparency=0.09)"
Set the transparency of pyramid to 0.3,"setTransparency(target='pyramid', transparency=0.3)"
Set the transparency of sphere to 0.27,"setTransparency(target='sphere', transparency=0.27)"
Set the transparency of sphere to 0.64,"setTransparency(target='sphere', transparency=0.64)"
Set the transparency of pyramid to 1.0,"setTransparency(target='pyramid', transparency=1.0)"
Set the transparency of pyramid to 0.34,"setTransparency(target='pyramid', transparency=0.34)"
Set the transparency of sphere to 0.86,"setTransparency(target='sphere', transparency=0.86)"
Set the transparency of cube to 0.85,"setTransparency(target='cube', transparency=0.85)"
Set the transparency of pyramid to 0.05,"setTransparency(target='pyramid', transparency=0.05)"
Set the transparency of sphere to 0.58,"setTransparency(target='sphere', transparency=0.58)"
Set the transparency of cube to 0.92,"setTransparency(target='cube', transparency=0.92)"
Set the transparency of cube to 0.11,"setTransparency(target='cube', transparency=0.11)"
Set the transparency of sphere to 0.1,"setTransparency(target='sphere', transparency=0.1)"
Set the transparency of sphere to 0.19,"setTransparency(target='sphere', transparency=0.19)"
Set the transparency of cube to 0.9,"setTransparency(target='cube', transparency=0.9)"
Set the transparency of cube to 0.85,"setTransparency(target='cube', transparency=0.85)"
Set the transparency of pyramid to 0.01,"setTransparency(target='pyramid', transparency=0.01)"
Set the transparency of pyramid to 0.88,"setTransparency(target='pyramid', transparency=0.88)"
Set the transparency of cube to 0.75,"setTransparency(target='cube', transparency=0.75)"
Set the transparency of sphere to 0.31,"setTransparency(target='sphere', transparency=0.31)"
Set the transparency of cube to 0.65,"setTransparency(target='cube', transparency=0.65)"
Set the transparency of sphere to 0.32,"setTransparency(target='sphere', transparency=0.32)"
Set the transparency of pyramid to 0.34,"setTransparency(target='pyramid', transparency=0.34)"
Set the transparency of sphere to 0.01,"setTransparency(target='sphere', transparency=0.01)"
Set the transparency of pyramid to 0.16,"setTransparency(target='pyramid', transparency=0.16)"
Set the transparency of sphere to 0.07,"setTransparency(target='sphere', transparency=0.07)"
Set the transparency of pyramid to 0.83,"setTransparency(target='pyramid', transparency=0.83)"
Set the transparency of sphere to 0.46,"setTransparency(target='sphere', transparency=0.46)"
Set the transparency of sphere to 0.89,"setTransparency(target='sphere', transparency=0.89)"
Set the transparency of cube to 0.43,"setTransparency(target='cube', transparency=0.43)"
Set the transparency of sphere to 0.29,"setTransparency(target='sphere', transparency=0.29)"
Set the transparency of cube to 0.35,"setTransparency(target='cube', transparency=0.35)"
