input,output
"Rotate the pyramid around X by 74 degrees, Y by -55 degrees, and Z by -71 degrees.","rotateObject(target=""pyramid"", rotation={x:74, y:-55, z:-71})"
"Rotate the pyramid around X by 3 degrees, Y by -58 degrees, and Z by -24 degrees.","rotateObject(target=""pyramid"", rotation={x:3, y:-58, z:-24})"
"Rotate the sphere around X by 12 degrees, Y by 88 degrees, and Z by -3 degrees.","rotateObject(target=""sphere"", rotation={x:12, y:88, z:-3})"
"Rotate the cube around X by 4 degrees, Y by -8 degrees, and Z by -41 degrees.","rotateObject(target=""cube"", rotation={x:4, y:-8, z:-41})"
"Rotate the cube around X by -49 degrees, Y by -16 degrees, and Z by 4 degrees.","rotateObject(target=""cube"", rotation={x:-49, y:-16, z:4})"
"Rotate the pyramid around X by -41 degrees, Y by 2 degrees, and Z by -5 degrees.","rotateObject(target=""pyramid"", rotation={x:-41, y:2, z:-5})"
"Rotate the cube around X by -41 degrees, Y by -74 degrees, and Z by 44 degrees.","rotateObject(target=""cube"", rotation={x:-41, y:-74, z:44})"
"Rotate the object around X by 55 degrees, Y by -71 degrees, and Z by -64 degrees.","rotateObject(target=""object"", rotation={x:55, y:-71, z:-64})"
"Rotate the pyramid around X by 5 degrees, Y by -96 degrees, and Z by 71 degrees.","rotateObject(target=""pyramid"", rotation={x:5, y:-96, z:71})"
"Rotate the cube around X by -87 degrees, Y by -36 degrees, and Z by 31 degrees.","rotateObject(target=""cube"", rotation={x:-87, y:-36, z:31})"
"Rotate the object around X by 81 degrees, Y by 92 degrees, and Z by 8 degrees.","rotateObject(target=""object"", rotation={x:81, y:92, z:8})"
"Rotate the cube around X by -44 degrees, Y by 98 degrees, and Z by -30 degrees.","rotateObject(target=""cube"", rotation={x:-44, y:98, z:-30})"
"Rotate the cube around X by -17 degrees, Y by 94 degrees, and Z by -18 degrees.","rotateObject(target=""cube"", rotation={x:-17, y:94, z:-18})"
"Rotate the cube around X by -6 degrees, Y by 64 degrees, and Z by 79 degrees.","rotateObject(target=""cube"", rotation={x:-6, y:64, z:79})"
"Rotate the cube around X by -60 degrees, Y by -85 degrees, and Z by -41 degrees.","rotateObject(target=""cube"", rotation={x:-60, y:-85, z:-41})"
"Rotate the pyramid around X by 40 degrees, Y by -57 degrees, and Z by -11 degrees.","rotateObject(target=""pyramid"", rotation={x:40, y:-57, z:-11})"
"Rotate the pyramid around X by -26 degrees, Y by 98 degrees, and Z by 57 degrees.","rotateObject(target=""pyramid"", rotation={x:-26, y:98, z:57})"
"Rotate the pyramid around X by -67 degrees, Y by -68 degrees, and Z by -17 degrees.","rotateObject(target=""pyramid"", rotation={x:-67, y:-68, z:-17})"
"Rotate the cube around X by -79 degrees, Y by -95 degrees, and Z by -70 degrees.","rotateObject(target=""cube"", rotation={x:-79, y:-95, z:-70})"
"Rotate the pyramid around X by -33 degrees, Y by 67 degrees, and Z by -86 degrees.","rotateObject(target=""pyramid"", rotation={x:-33, y:67, z:-86})"
"Rotate the pyramid around X by 32 degrees, Y by 72 degrees, and Z by 81 degrees.","rotateObject(target=""pyramid"", rotation={x:32, y:72, z:81})"
"Rotate the cube around X by 41 degrees, Y by -41 degrees, and Z by -75 degrees.","rotateObject(target=""cube"", rotation={x:41, y:-41, z:-75})"
"Rotate the cube around X by -41 degrees, Y by 93 degrees, and Z by 22 degrees.","rotateObject(target=""cube"", rotation={x:-41, y:93, z:22})"
"Rotate the cube around X by 12 degrees, Y by 60 degrees, and Z by 7 degrees.","rotateObject(target=""cube"", rotation={x:12, y:60, z:7})"
"Rotate the cube around X by 36 degrees, Y by 58 degrees, and Z by 37 degrees.","rotateObject(target=""cube"", rotation={x:36, y:58, z:37})"
"Rotate the pyramid around X by 22 degrees, Y by 18 degrees, and Z by 0 degrees.","rotateObject(target=""pyramid"", rotation={x:22, y:18, z:0})"
"Rotate the cube around X by -62 degrees, Y by 81 degrees, and Z by -20 degrees.","rotateObject(target=""cube"", rotation={x:-62, y:81, z:-20})"
"Rotate the sphere around X by 8 degrees, Y by 81 degrees, and Z by 20 degrees.","rotateObject(target=""sphere"", rotation={x:8, y:81, z:20})"
"Rotate the cube around X by -22 degrees, Y by -12 degrees, and Z by -9 degrees.","rotateObject(target=""cube"", rotation={x:-22, y:-12, z:-9})"
"Rotate the object around X by -38 degrees, Y by -63 degrees, and Z by 41 degrees.","rotateObject(target=""object"", rotation={x:-38, y:-63, z:41})"
"Rotate the sphere around X by 22 degrees, Y by 97 degrees, and Z by 62 degrees.","rotateObject(target=""sphere"", rotation={x:22, y:97, z:62})"
"Rotate the pyramid around X by -33 degrees, Y by 7 degrees, and Z by 47 degrees.","rotateObject(target=""pyramid"", rotation={x:-33, y:7, z:47})"
"Rotate the cube around X by -50 degrees, Y by -46 degrees, and Z by 34 degrees.","rotateObject(target=""cube"", rotation={x:-50, y:-46, z:34})"
"Rotate the sphere around X by -15 degrees, Y by 41 degrees, and Z by 77 degrees.","rotateObject(target=""sphere"", rotation={x:-15, y:41, z:77})"
"Rotate the object around X by 44 degrees, Y by -16 degrees, and Z by 78 degrees.","rotateObject(target=""object"", rotation={x:44, y:-16, z:78})"
"Rotate the pyramid around X by -34 degrees, Y by 8 degrees, and Z by -56 degrees.","rotateObject(target=""pyramid"", rotation={x:-34, y:8, z:-56})"
"Rotate the pyramid around X by -27 degrees, Y by 37 degrees, and Z by 96 degrees.","rotateObject(target=""pyramid"", rotation={x:-27, y:37, z:96})"
"Rotate the cube around X by 29 degrees, Y by 46 degrees, and Z by -61 degrees.","rotateObject(target=""cube"", rotation={x:29, y:46, z:-61})"
"Rotate the cube around X by -70 degrees, Y by 55 degrees, and Z by -66 degrees.","rotateObject(target=""cube"", rotation={x:-70, y:55, z:-66})"
"Rotate the sphere around X by 31 degrees, Y by 24 degrees, and Z by -9 degrees.","rotateObject(target=""sphere"", rotation={x:31, y:24, z:-9})"
"Rotate the object around X by -92 degrees, Y by -96 degrees, and Z by 9 degrees.","rotateObject(target=""object"", rotation={x:-92, y:-96, z:9})"
"Rotate the cube around X by 72 degrees, Y by -9 degrees, and Z by -13 degrees.","rotateObject(target=""cube"", rotation={x:72, y:-9, z:-13})"
"Rotate the sphere around X by 15 degrees, Y by -11 degrees, and Z by 32 degrees.","rotateObject(target=""sphere"", rotation={x:15, y:-11, z:32})"
"Rotate the cube around X by -43 degrees, Y by 53 degrees, and Z by 1 degrees.","rotateObject(target=""cube"", rotation={x:-43, y:53, z:1})"
"Rotate the sphere around X by 33 degrees, Y by -11 degrees, and Z by -47 degrees.","rotateObject(target=""sphere"", rotation={x:33, y:-11, z:-47})"
"Rotate the pyramid around X by 71 degrees, Y by 33 degrees, and Z by 100 degrees.","rotateObject(target=""pyramid"", rotation={x:71, y:33, z:100})"
"Rotate the sphere around X by -12 degrees, Y by -59 degrees, and Z by 16 degrees.","rotateObject(target=""sphere"", rotation={x:-12, y:-59, z:16})"
"Rotate the sphere around X by 13 degrees, Y by 66 degrees, and Z by -59 degrees.","rotateObject(target=""sphere"", rotation={x:13, y:66, z:-59})"
"Rotate the pyramid around X by 39 degrees, Y by -96 degrees, and Z by 33 degrees.","rotateObject(target=""pyramid"", rotation={x:39, y:-96, z:33})"
"Rotate the sphere around X by -66 degrees, Y by -100 degrees, and Z by 94 degrees.","rotateObject(target=""sphere"", rotation={x:-66, y:-100, z:94})"
"Rotate the cube around X by 60 degrees, Y by 38 degrees, and Z by 70 degrees.","rotateObject(target=""cube"", rotation={x:60, y:38, z:70})"
"Rotate the object around X by -52 degrees, Y by 14 degrees, and Z by 49 degrees.","rotateObject(target=""object"", rotation={x:-52, y:14, z:49})"
"Rotate the pyramid around X by -57 degrees, Y by 73 degrees, and Z by -36 degrees.","rotateObject(target=""pyramid"", rotation={x:-57, y:73, z:-36})"
"Rotate the cube around X by 57 degrees, Y by -78 degrees, and Z by -81 degrees.","rotateObject(target=""cube"", rotation={x:57, y:-78, z:-81})"
"Rotate the cube around X by -23 degrees, Y by 50 degrees, and Z by -79 degrees.","rotateObject(target=""cube"", rotation={x:-23, y:50, z:-79})"
"Rotate the object around X by 3 degrees, Y by 78 degrees, and Z by -58 degrees.","rotateObject(target=""object"", rotation={x:3, y:78, z:-58})"
"Rotate the pyramid around X by 77 degrees, Y by 67 degrees, and Z by -36 degrees.","rotateObject(target=""pyramid"", rotation={x:77, y:67, z:-36})"
"Rotate the pyramid around X by -53 degrees, Y by -35 degrees, and Z by -47 degrees.","rotateObject(target=""pyramid"", rotation={x:-53, y:-35, z:-47})"
"Rotate the pyramid around X by 86 degrees, Y by 7 degrees, and Z by 91 degrees.","rotateObject(target=""pyramid"", rotation={x:86, y:7, z:91})"
"Rotate the cube around X by 18 degrees, Y by -19 degrees, and Z by -37 degrees.","rotateObject(target=""cube"", rotation={x:18, y:-19, z:-37})"
"Rotate the cube around X by 79 degrees, Y by -29 degrees, and Z by 17 degrees.","rotateObject(target=""cube"", rotation={x:79, y:-29, z:17})"
"Rotate the sphere around X by 35 degrees, Y by 54 degrees, and Z by -68 degrees.","rotateObject(target=""sphere"", rotation={x:35, y:54, z:-68})"
"Rotate the cube around X by -37 degrees, Y by -10 degrees, and Z by 0 degrees.","rotateObject(target=""cube"", rotation={x:-37, y:-10, z:0})"
"Rotate the object around X by 54 degrees, Y by 44 degrees, and Z by -74 degrees.","rotateObject(target=""object"", rotation={x:54, y:44, z:-74})"
"Rotate the object around X by -54 degrees, Y by 52 degrees, and Z by -3 degrees.","rotateObject(target=""object"", rotation={x:-54, y:52, z:-3})"
"Rotate the cube around X by 74 degrees, Y by -68 degrees, and Z by -92 degrees.","rotateObject(target=""cube"", rotation={x:74, y:-68, z:-92})"
"Rotate the pyramid around X by 74 degrees, Y by 100 degrees, and Z by 41 degrees.","rotateObject(target=""pyramid"", rotation={x:74, y:100, z:41})"
"Rotate the cube around X by -38 degrees, Y by -35 degrees, and Z by 29 degrees.","rotateObject(target=""cube"", rotation={x:-38, y:-35, z:29})"
"Rotate the pyramid around X by -70 degrees, Y by 80 degrees, and Z by 93 degrees.","rotateObject(target=""pyramid"", rotation={x:-70, y:80, z:93})"
Scale the sphere to 0.9903679992904928 times its size.,"scaleObject(target=""sphere"", scale=0.9903679992904928)"
Scale the cube to 1.4773912501744686 times its size.,"scaleObject(target=""cube"", scale=1.4773912501744686)"
Scale the cube to 0.5822426188070788 times its size.,"scaleObject(target=""cube"", scale=0.5822426188070788)"
Scale the pyramid to 0.8626679383110758 times its size.,"scaleObject(target=""pyramid"", scale=0.8626679383110758)"
Scale the pyramid to 1.1587474397092505 times its size.,"scaleObject(target=""pyramid"", scale=1.1587474397092505)"
Scale the pyramid to 0.8258940236673216 times its size.,"scaleObject(target=""pyramid"", scale=0.8258940236673216)"
Scale the cube to 1.0959576122239323 times its size.,"scaleObject(target=""cube"", scale=1.0959576122239323)"
Scale the pyramid to 1.5017432773603834 times its size.,"scaleObject(target=""pyramid"", scale=1.5017432773603834)"
Scale the pyramid to 1.4224282423502788 times its size.,"scaleObject(target=""pyramid"", scale=1.4224282423502788)"
Scale the sphere to 0.5847596056120974 times its size.,"scaleObject(target=""sphere"", scale=0.5847596056120974)"
Scale the object to 1.7696790985986772 times its size.,"scaleObject(target=""object"", scale=1.7696790985986772)"
Scale the cube to 1.4370007808161467 times its size.,"scaleObject(target=""cube"", scale=1.4370007808161467)"
Scale the sphere to 1.3329497691196548 times its size.,"scaleObject(target=""sphere"", scale=1.3329497691196548)"
Scale the cube to 1.688326411996085 times its size.,"scaleObject(target=""cube"", scale=1.688326411996085)"
Scale the pyramid to 0.7069426516467476 times its size.,"scaleObject(target=""pyramid"", scale=0.7069426516467476)"
Scale the cube to 0.7574574267442569 times its size.,"scaleObject(target=""cube"", scale=0.7574574267442569)"
Scale the sphere to 1.8505504233479024 times its size.,"scaleObject(target=""sphere"", scale=1.8505504233479024)"
Scale the cube to 0.9689640485410356 times its size.,"scaleObject(target=""cube"", scale=0.9689640485410356)"
Scale the pyramid to 1.1679525292948276 times its size.,"scaleObject(target=""pyramid"", scale=1.1679525292948276)"
Scale the object to 1.2868371061703787 times its size.,"scaleObject(target=""object"", scale=1.2868371061703787)"
Scale the sphere to 1.121577519409529 times its size.,"scaleObject(target=""sphere"", scale=1.121577519409529)"
Scale the sphere to 0.5704153574204491 times its size.,"scaleObject(target=""sphere"", scale=0.5704153574204491)"
Scale the sphere to 0.6207660195069795 times its size.,"scaleObject(target=""sphere"", scale=0.6207660195069795)"
Scale the object to 1.7861848371254334 times its size.,"scaleObject(target=""object"", scale=1.7861848371254334)"
Scale the pyramid to 1.144160618844087 times its size.,"scaleObject(target=""pyramid"", scale=1.144160618844087)"
Scale the pyramid to 0.6464287618409574 times its size.,"scaleObject(target=""pyramid"", scale=0.6464287618409574)"
Scale the object to 0.8764740234424486 times its size.,"scaleObject(target=""object"", scale=0.8764740234424486)"
Scale the pyramid to 0.8246824869538679 times its size.,"scaleObject(target=""pyramid"", scale=0.8246824869538679)"
Scale the cube to 1.6975754390222595 times its size.,"scaleObject(target=""cube"", scale=1.6975754390222595)"
Scale the sphere to 1.8699874236816165 times its size.,"scaleObject(target=""sphere"", scale=1.8699874236816165)"
Scale the sphere to 0.5592278930108026 times its size.,"scaleObject(target=""sphere"", scale=0.5592278930108026)"
Scale the object to 0.5378676614965394 times its size.,"scaleObject(target=""object"", scale=0.5378676614965394)"
Scale the sphere to 0.9756521371838361 times its size.,"scaleObject(target=""sphere"", scale=0.9756521371838361)"
Scale the pyramid to 1.02853772171013 times its size.,"scaleObject(target=""pyramid"", scale=1.02853772171013)"
Scale the pyramid to 1.9731117452589444 times its size.,"scaleObject(target=""pyramid"", scale=1.9731117452589444)"
Scale the cube to 0.5346578116641154 times its size.,"scaleObject(target=""cube"", scale=0.5346578116641154)"
Scale the object to 1.368525289100344 times its size.,"scaleObject(target=""object"", scale=1.368525289100344)"
Scale the sphere to 1.489162526085683 times its size.,"scaleObject(target=""sphere"", scale=1.489162526085683)"
Scale the object to 1.1202823120164005 times its size.,"scaleObject(target=""object"", scale=1.1202823120164005)"
Scale the pyramid to 0.972326266871437 times its size.,"scaleObject(target=""pyramid"", scale=0.972326266871437)"
Scale the sphere to 1.1485775376697198 times its size.,"scaleObject(target=""sphere"", scale=1.1485775376697198)"
Scale the pyramid to 1.6725943730818282 times its size.,"scaleObject(target=""pyramid"", scale=1.6725943730818282)"
Scale the sphere to 1.4382099212797412 times its size.,"scaleObject(target=""sphere"", scale=1.4382099212797412)"
Scale the cube to 1.3172669922981481 times its size.,"scaleObject(target=""cube"", scale=1.3172669922981481)"
Scale the object to 1.8648112128103347 times its size.,"scaleObject(target=""object"", scale=1.8648112128103347)"
Scale the sphere to 1.9903088977607104 times its size.,"scaleObject(target=""sphere"", scale=1.9903088977607104)"
Scale the cube to 1.7494648706869174 times its size.,"scaleObject(target=""cube"", scale=1.7494648706869174)"
Scale the cube to 1.7243690064052069 times its size.,"scaleObject(target=""cube"", scale=1.7243690064052069)"
Scale the object to 1.5989254764637677 times its size.,"scaleObject(target=""object"", scale=1.5989254764637677)"
Scale the object to 0.5999822491439051 times its size.,"scaleObject(target=""object"", scale=0.5999822491439051)"
Scale the pyramid to 1.579505667433196 times its size.,"scaleObject(target=""pyramid"", scale=1.579505667433196)"
Scale the cube to 0.5259929936168445 times its size.,"scaleObject(target=""cube"", scale=0.5259929936168445)"
Scale the sphere to 1.9818988994488864 times its size.,"scaleObject(target=""sphere"", scale=1.9818988994488864)"
Scale the cube to 0.7017271223001948 times its size.,"scaleObject(target=""cube"", scale=0.7017271223001948)"
Scale the sphere to 1.5394932260443779 times its size.,"scaleObject(target=""sphere"", scale=1.5394932260443779)"
Scale the cube to 0.6409356370810477 times its size.,"scaleObject(target=""cube"", scale=0.6409356370810477)"
Scale the object to 0.8061118518249607 times its size.,"scaleObject(target=""object"", scale=0.8061118518249607)"
Scale the pyramid to 1.3111654776989372 times its size.,"scaleObject(target=""pyramid"", scale=1.3111654776989372)"
Scale the sphere to 1.9702811646279272 times its size.,"scaleObject(target=""sphere"", scale=1.9702811646279272)"
Scale the cube to 1.1255808050783727 times its size.,"scaleObject(target=""cube"", scale=1.1255808050783727)"
Scale the object to 0.9837884517101232 times its size.,"scaleObject(target=""object"", scale=0.9837884517101232)"
Scale the pyramid to 1.4707565987785534 times its size.,"scaleObject(target=""pyramid"", scale=1.4707565987785534)"
Scale the object to 1.6205102666601137 times its size.,"scaleObject(target=""object"", scale=1.6205102666601137)"
Scale the sphere to 0.6978700724238212 times its size.,"scaleObject(target=""sphere"", scale=0.6978700724238212)"
Scale the cube to 1.7071157612468646 times its size.,"scaleObject(target=""cube"", scale=1.7071157612468646)"
Scale the sphere to 1.787372726564674 times its size.,"scaleObject(target=""sphere"", scale=1.787372726564674)"
Scale the cube to 1.57689527544389 times its size.,"scaleObject(target=""cube"", scale=1.57689527544389)"
Scale the pyramid to 1.472433641772406 times its size.,"scaleObject(target=""pyramid"", scale=1.472433641772406)"
Scale the pyramid to 1.6480142541352973 times its size.,"scaleObject(target=""pyramid"", scale=1.6480142541352973)"
Scale the sphere to 0.9172934432591541 times its size.,"scaleObject(target=""sphere"", scale=0.9172934432591541)"
Scale the cube to 0.8608768362449859 times its size.,"scaleObject(target=""cube"", scale=0.8608768362449859)"
Scale the sphere to 1.130490859636786 times its size.,"scaleObject(target=""sphere"", scale=1.130490859636786)"
Scale the object to 0.9511981538042596 times its size.,"scaleObject(target=""object"", scale=0.9511981538042596)"
Scale the cube to 0.8449718483257704 times its size.,"scaleObject(target=""cube"", scale=0.8449718483257704)"
Scale the object to 1.1016836717962384 times its size.,"scaleObject(target=""object"", scale=1.1016836717962384)"
Scale the cube to 1.437062604344493 times its size.,"scaleObject(target=""cube"", scale=1.437062604344493)"
Scale the pyramid to 1.9746664624080181 times its size.,"scaleObject(target=""pyramid"", scale=1.9746664624080181)"
Scale the sphere to 1.3742371148822894 times its size.,"scaleObject(target=""sphere"", scale=1.3742371148822894)"
Scale the sphere to 1.7946169161583705 times its size.,"scaleObject(target=""sphere"", scale=1.7946169161583705)"
Scale the sphere to 0.8200010150013051 times its size.,"scaleObject(target=""sphere"", scale=0.8200010150013051)"
Scale the pyramid to 1.330169278080431 times its size.,"scaleObject(target=""pyramid"", scale=1.330169278080431)"
Scale the pyramid to 0.8907939601144329 times its size.,"scaleObject(target=""pyramid"", scale=0.8907939601144329)"
Scale the sphere to 0.9254024484454239 times its size.,"scaleObject(target=""sphere"", scale=0.9254024484454239)"
Scale the sphere to 1.0311348134002662 times its size.,"scaleObject(target=""sphere"", scale=1.0311348134002662)"
Scale the sphere to 1.5970627647709807 times its size.,"scaleObject(target=""sphere"", scale=1.5970627647709807)"
Scale the cube to 1.9534400612633294 times its size.,"scaleObject(target=""cube"", scale=1.9534400612633294)"
Scale the cube to 1.5258193351675104 times its size.,"scaleObject(target=""cube"", scale=1.5258193351675104)"
Scale the cube to 1.8249500851662879 times its size.,"scaleObject(target=""cube"", scale=1.8249500851662879)"
Scale the cube to 1.0613930057922087 times its size.,"scaleObject(target=""cube"", scale=1.0613930057922087)"
Scale the sphere to 1.7586007367063525 times its size.,"scaleObject(target=""sphere"", scale=1.7586007367063525)"
Scale the cube to 0.8642488804437303 times its size.,"scaleObject(target=""cube"", scale=0.8642488804437303)"
Scale the sphere to 1.4711259822969973 times its size.,"scaleObject(target=""sphere"", scale=1.4711259822969973)"
Scale the pyramid to 1.6146946704879985 times its size.,"scaleObject(target=""pyramid"", scale=1.6146946704879985)"
Scale the sphere to 0.5250233388191898 times its size.,"scaleObject(target=""sphere"", scale=0.5250233388191898)"
Scale the object to 1.034722716670487 times its size.,"scaleObject(target=""object"", scale=1.034722716670487)"
Scale the pyramid to 1.863159925965211 times its size.,"scaleObject(target=""pyramid"", scale=1.863159925965211)"
Scale the object to 0.9796818024687556 times its size.,"scaleObject(target=""object"", scale=0.9796818024687556)"
Scale the sphere to 1.9075494857415027 times its size.,"scaleObject(target=""sphere"", scale=1.9075494857415027)"
Scale the cube to 1.0588573602584233 times its size.,"scaleObject(target=""cube"", scale=1.0588573602584233)"
Scale the sphere to 1.8021098548882686 times its size.,"scaleObject(target=""sphere"", scale=1.8021098548882686)"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the pyramid.,"deleteObject(target=""pyramid."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the object.,"deleteObject(target=""object."")"
Delete the cube.,"deleteObject(target=""cube."")"
Delete the sphere.,"deleteObject(target=""sphere."")"
Delete the cube.,"deleteObject(target=""cube."")"
Change the color of the object to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the cube to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the object to green.,"changeColor(target=""the"", color=""green"")"
Change the color of the sphere to green.,"changeColor(target=""the"", color=""green"")"
Change the color of the object to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the sphere to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the sphere to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the object to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the pyramid to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the pyramid to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the sphere to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the pyramid to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the sphere to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the sphere to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the pyramid to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the pyramid to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the object to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the cube to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the pyramid to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the cube to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the pyramid to green.,"changeColor(target=""the"", color=""green"")"
Change the color of the pyramid to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the cube to green.,"changeColor(target=""the"", color=""green"")"
Change the color of the pyramid to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the pyramid to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the pyramid to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the pyramid to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the object to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the pyramid to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the pyramid to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the cube to green.,"changeColor(target=""the"", color=""green"")"
Change the color of the pyramid to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the object to green.,"changeColor(target=""the"", color=""green"")"
Change the color of the sphere to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the cube to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the cube to blue.,"changeColor(target=""the"", color=""blue"")"
Change the color of the sphere to red.,"changeColor(target=""the"", color=""red"")"
Change the color of the pyramid to yellow.,"changeColor(target=""the"", color=""yellow"")"
Change the color of the sphere to red.,"changeColor(target=""the"", color=""red"")"
